aiddata_id	donor	sector	title	short_description	long_description	aiddata_activity_code	codeRule_characterLength
8263540	Austria	VIII.1. Emergency Response		HUMANITARIAN AID		72010.01 	19
3005041	World Bank - International Finance Corporation (IFC)		Leasing			24030.01 	10
12556462	Italy	VI.2. Dev. Food Aid/Food Security Ass.	FOOD AID	FOOD AID		72040.01 	19
1098928	Caribbean Development Bank (CDB)		Agriculture			31105.01 	14
2389283	Caribbean Development Bank (CDB)		Agriculture			31105.01 	14
7283884	Canada	IV.2. Other Multisector		RURAL DEVELOPMENT		43040.01 	20
13643053	Italy	VI.2. Dev. Food Aid/Food Security Ass.	FOOD AID	FOOD AID		72040.01 	19
12068979	Canada	VIII.1. Emergency Response		HUMANITARIAN AID		72010.01 	19
8913675	France	IV.2. Other Multisector		RURAL DEVELOPMENT		43040.01 	20
9464208	Norway	VIII.1. Emergency Response		HUMANITARIAN AID		72010.01 	19
12463376	Germany	VIII.1. Emergency Response		HUMANITARIAN AID		72010.01 	19
18542468	Japan	VI.2. Dev. Food Aid/Food Security Ass.	FOOD AID	FOOD AID		72040.01 	19
8008773	Denmark	IV.2. Other Multisector		RURAL DEVELOPMENT		43040.01 	20
9462561	Norway	VIII.1. Emergency Response		HUMANITARIAN AID		72010.01 	19
7223136	Netherlands	VIII.1. Emergency Response		DISPLACED PERSONS		72010.01 	20
6437397	France	VI.2. Dev. Food Aid/Food Security Ass.		WHEAT		72040.01 	8
7648705	Switzerland	IV.2. Other Multisector		RURAL DEVELOPMENT		43040.01 	20
10316069	Japan	VI.2. Dev. Food Aid/Food Security Ass.	FOOD AID	FOOD AID		72040.01 	19
14313740	Italy	VI.2. Dev. Food Aid/Food Security Ass.	FOOD AID	FOOD AID		72040.01 	19
6735946	France	IV.2. Other Multisector		RURAL DEVELOPMENT		43040.01 	20
3005492	World Bank - International Finance Corporation (IFC)		Agribusiness			31105.01 	15
10059200	Norway	VIII.1. Emergency Response		HUMANITARIAN AID		72010.01 	19
3005892	World Bank - International Finance Corporation (IFC)		Semi-conductors			99810.01 	18
9581187	Finland	VIII.1. Emergency Response		HUMANITARIAN AID		72010.01 	19
3005565	World Bank - International Finance Corporation (IFC)		Automotive parts			32120.17 	19
2389323	Caribbean Development Bank (CDB)		Student Loans			11105.01 	16
2432658	International Monetary Fund (IMF)		No Title			51010.03 	11
6784697	United Kingdom	XII. Unallocated / Unspecified		MULTIPURPOSE		99810.01 	15
10357538	New Zealand	VIII.1. Emergency Response		REFUGEE RELIEF		72010.01 	17
2413793	Caribbean Development Bank (CDB)		Agriculture			31105.01 	14
5782179	Germany	VIII.1. Emergency Response		HUMANITARIAN AID		72010.01 	19
6758716	United Kingdom	VIII.1. Emergency Response		FLOOD RELIEF		72010.01 	15
7919635	Spain	II.1. Transport & Storage		TRANSPORT		21005.01 	12
10058815	Norway	VIII.1. Emergency Response		HUMANITARIAN AID		72010.01 	19
6102908	Sweden	VIII.1. Emergency Response		HUMANITARIAN AID		72010.01 	19
7062631	Sweden	VIII.1. Emergency Response		HUMANITARIAN AID		72010.01 	19
3005704	World Bank - International Finance Corporation (IFC)		Mining			32220.01 	9
5974036	Germany	VIII.1. Emergency Response		HUMANITARIAN AID		72010.01 	19
22163090	Switzerland	I.5.a. Government & Civil Society-general	PARMP	PARMP	PARMP	99810.01 	18
8951000	Netherlands	VIII.1. Emergency Response		HUMANITARIAN AID		72010.01 	19
6851057	Netherlands	VIII.1. Emergency Response		FLOOD RELIEF		72010.01 	15
9326444	France	IV.2. Other Multisector		RURAL DEVELOPMENT		43040.01 	20
3010892	World Bank - International Finance Corporation (IFC)		Chemical	<br>	<br>	32120.09 	19
14244454	Germany	IV.2. Other Multisector		RURAL DEVELOPMENT		43040.01 	20
7464377	Canada	IV.2. Other Multisector		RURAL DEVELOPMENT		43040.01 	20
5872511	Germany	VIII.1. Emergency Response		HUMANITARIAN AID		72010.01 	19
50001069	United Kingdom	I.5.a. Government & Civil Society-general		HUMAN RIGHTS		15150.07 	15
11505054	Germany	VIII.1. Emergency Response		HUMANITARIAN AID		72010.01 	19
6891960	United Kingdom	VIII.1. Emergency Response		DISASTER RELIEF		72010.01 	18
7646134	Switzerland	IV.2. Other Multisector		RURAL DEVELOPMENT		43040.01 	20
7735670	Australia	VI.2. Dev. Food Aid/Food Security Ass.		WHEAT		72040.01 	8
12359954	France	I.5.a. Government & Civil Society-general	JUSTICE	JUSTICE		15130.01|15130.03 	17
3005976	World Bank - International Finance Corporation (IFC)		Aquaculture			31320.04 	14
27377968	Japan			RURAL DEVELOPMENT		43040.01 	20
6815013	France	II.1. Transport & Storage		TRANSPORT		21005.01 	12
16707550	Japan	VI.2. Dev. Food Aid/Food Security Ass.	FOOD AID	FOOD AID		72040.01 	19
13133649	Canada	VIII.1. Emergency Response		HUMANITARIAN AID		72010.01 	19
7049964	Sweden	VIII.1. Emergency Response		HUMANITARIAN AID		72010.01 	19
8057982	Netherlands	IV.2. Other Multisector		RURAL DEVELOPMENT		43040.01 	20
6377371	Italy	I.5.a. Government & Civil Society-general		LAND SURVEY		31130.04 	14
9414059	Netherlands	VIII.1. Emergency Response		HUMANITARIAN AID		72010.01 	19
6538272	Switzerland	VIII.1. Emergency Response		HUMANITARIAN AID		72010.01 	19
6681423	European Communities (EC)	VIII.1. Emergency Response		FLOOD RELIEF		72010.01 	15
10056260	Norway	VIII.1. Emergency Response		HUMANITARIAN AID		72010.01 	19
13744493	Norway	I.5.a. Government & Civil Society-general		MISC.WID PROJECTS		42010.01 	20
10737760	Germany	VIII.1. Emergency Response		HUMANITARIAN AID		72010.01 	19
12556654	Italy	VI.2. Dev. Food Aid/Food Security Ass.	FOOD AID	FOOD AID		72040.01 	19
8329427	Netherlands	IV.2. Other Multisector		RURAL DEVELOPMENT		43040.01 	20
10890735	Norway	VIII.1. Emergency Response		HUMANITARIAN AID		72010.01 	19
8144281	Switzerland	VIII.1. Emergency Response		HUMANITARIAN AID		72010.01 	19
20195562	Canada	I.5.a. Government & Civil Society-general		HUMAN RIGHTS		15150.07 	15
14313806	Italy	VI.2. Dev. Food Aid/Food Security Ass.	FOOD AID	FOOD AID		72040.01 	19
5888952	Sweden	IV.2. Other Multisector		RURAL DEVELOPMENT		43040.01 	20
6478010	Germany	VIII.1. Emergency Response		HUMANITARIAN AID		72010.01 	19
9462337	Norway	VIII.1. Emergency Response		HUMANITARIAN AID		72010.01 	19
6362324	France	IV.2. Other Multisector		RURAL DEVELOPMENT		43040.01 	20
3005043	World Bank - International Finance Corporation (IFC)		Tourism			33210.01 	10
6509126	Switzerland	VIII.1. Emergency Response		HUMANITARIAN AID		72010.01 	19
2407778	Asian Development Bank (ASDB)		Essential Drugs			12220.04 	18
8968396	Netherlands	I.5.a. Government & Civil Society-general		WOMEN DEVELOPMENT		42010.01 	20
7250274	Sweden	VIII.1. Emergency Response		HUMANITARIAN AID		72010.01 	19
17993354	Ireland	I.4. Water Supply & Sanitation	TRAINING	TRAINING		99810.01 	19
6531251	Canada	IV.2. Other Multisector		RURAL DEVELOPMENT		43040.01 	20
8144011	Switzerland	VIII.1. Emergency Response		HUMANITARIAN AID		72010.01 	19
50118043	United Kingdom	I.5.a. Government & Civil Society-general		HUMAN RIGHTS		15150.07 	15
5727261	Canada	VI.2. Dev. Food Aid/Food Security Ass.		WHEAT		72040.01 	8
5788282	Netherlands	VIII.1. Emergency Response		HUMANITARIAN AID		72010.01 	19
19152471	France	VI.2. Dev. Food Aid/Food Security Ass.		AIDE ALIMENTAIRE		72040.01 	19
7970190	Japan	II.1. Transport & Storage		TRANSPORT		21005.01 	12
7193853	France	IV.2. Other Multisector		RURAL DEVELOPMENT		43040.01 	20
5846029	European Communities (EC)	VIII.1. Emergency Response		DROUGHT RELIEF		72010.01 	17
11457519	France	I.5.a. Government & Civil Society-general	JUSTICE	JUSTICE		15130.01|15130.03 	17
9602703	Canada	VIII.1. Emergency Response		HUMANITARIAN AID		72010.01 	19
9466355	Norway	VIII.1. Emergency Response		HUMANITARIAN AID		72010.01 	19
6924462	United States	VIII.1. Emergency Response		PROJECT TITLE		99810.01 	16
