aiddata_id	donor	sector	title	short_description	long_description	aiddata_activity_code	codeRule_characterLength
96839979	United States	I.3. Population Pol./Progr. & Reproductive Health	Family Planning and Reproductive Health	FAMILY PLANNING AND REPRODUCTIVE HEALTH	Expand access to high-quality voluntary family planning (FP) services and information, and reproductive health (RH) care. This element contributes to reducing unintended pregnancy and promoting healthy reproductive behaviors of men and women, reducing abortion, and reducing maternal and child mortality and morbidity. [through ABT Associates]	13030.02|13030.03|13020.05|13020.01 	424
22999041	Japan	I.2.a. Health, General		TC AGGREGATED ACTIVITIES		99810.01 	27
23005350	Japan	I.2.a. Health, General		TC AGGREGATED ACTIVITIES		99810.01 	27
97672192	United States	I.3. Population Pol./Progr. & Reproductive Health	Program Design and Learning	PROGRAM DESIGN AND LEARNING	Develop and conduct needs assessments, baseline studies, targeted evaluations, special studies or other information-gathering efforts specifically for the design, monitoring and evaluation of USG-funded programs. This sub-element may also include developing and disseminating best practices and lessons learned, testing demonstration and/or pilot models, or the preparation of strategic plans and other short-term programming tasks. Note: All such activities that are carried out by partners as an in	43082.01|91010.01|15150.03 	557
37717791	Spain	I.2.b. Basic Health	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
18529624	United States	I.3. Population Pol./Progr. & Reproductive Health	OTHER PROGRAM ACTIVITY	OTHER PROGRAM ACTIVITY	OTHER PROGRAM ACTIVITY	99810.01 	69
96869733	United States	I.2.b. Basic Health	Other Public Health Threats	OTHER PUBLIC HEALTH THREATS	Address public health threats posed by infectious diseases not targeted elsewhere in the Framework as well as significant non-communicable health threats of major public health importance. [through Z SYSTEMS CORP]	12250.01 	270
96881989	United States	I.3. Population Pol./Progr. & Reproductive Health	Maternal and Child Health	MATERNAL AND CHILD HEALTH	Increase the availability and use of proven life-saving interventions that address the major killers of mothers and children and improve their health and nutrition status, including effective maternity care and management of obstetric complications; prevention services including newborn care, routine immunization, polio eradication, safe water and hygiene, and micronutrients; improved maternal, infant and young child feeding; and treatment of life-threatening childhood illnesses. [through Person	12250.06|13020.03|14005.01|12240.03|12240.02 	553
50035499	Switzerland	I.3. Population Pol./Progr. & Reproductive Health	Gestion civile des conflits (migration)	GESTION CIVILE DES CONFLITS (MIGRATION)	Migration (Project / Programm)	13010.01|72010.01|15220.01|13010.05 	111
26749091	United Nations Children s Fund (UNICEF)	I.2.b. Basic Health	PROJECT SUPPORT	PROJECT SUPPORT		51010.05 	33
50048216	Spain	I.2.b. Basic Health	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
98030137	United States	I.2.b. Basic Health	Nutrition	NUTRITION	Increase availability and use of proven nutrition interventions to reduce mortality, morbidity, and food insecurity, including nutrition education to improve maternal diets, nutrition during pregnancy, exclusive breastfeeding, and infant and young child feeding practices; fortified or biofortified staple foods, specialized food products, and community gardens to improve consumption of quality food; and delivery of nutrition services including micronutrient supplementation and community managemen	12240.01 	521
98042205	United States	I.3. Population Pol./Progr. & Reproductive Health	Administration and Oversight	ADMINISTRATION AND OVERSIGHT	Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US Government managing, administering, and supporting programs and their program-funded benefits such as housing, travel, transportation, education allowances etc; institutional contractors that provide such staff, rent, IT services, the program-funded share of utilities, staff training costs and the cost of developing and administering training	91010.01 	559
96815085	United States	I.2.b. Basic Health	Malaria	MALARIA	Support the implementation of the President s Malaria Initiative (PMI), related malaria control programs, and malaria research activities to reduce malaria-related mortality. Develop effective malaria vaccines, new malaria treatment drugs, and targeted operations research. [through BRUINS BART DR]	12250.03 	315
96799637	United States	I.3. Population Pol./Progr. & Reproductive Health	Family Planning and Reproductive Health	FAMILY PLANNING AND REPRODUCTIVE HEALTH	Expand access to high-quality voluntary family planning (FP) services and information, and reproductive health (RH) care. This element contributes to reducing unintended pregnancy and promoting healthy reproductive behaviors of men and women, reducing abortion, and reducing maternal and child mortality and morbidity. [through Ministry of Finance, Afghanistan]	13020.05|13030.02|13030.03|13020.02 	442
97830288	United States	I.3. Population Pol./Progr. & Reproductive Health	Administration and Oversight - Assistance for HIV/AIDS - Assistance for HIV/AIDS	ADMINISTRATION AND OVERSIGHT - ASSISTANCE FOR HIV/AIDS - ASSISTANCE FOR HIV/AIDS	PEPFAR: Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US Government managing, administering, and supporting programs and their program-funded benefits such as housing, travel, transportation, education allowances etc; institutional contractors that provide such staff, rent, IT services, the program-funded share of utilities, staff training costs and the cost of developing and administering	91010.01 	662
96866682	United States	I.3. Population Pol./Progr. & Reproductive Health	HIV/AIDS	HIV/AIDS	Reduce the transmission and impact of HIV/AIDS through support for prevention, care and treatment programs. [through Otse Community Home Based Care Trust]	13040.01|13040.04|13040.05 	173
96916385	United States	I.2.b. Basic Health	Malaria	MALARIA	Support the implementation of the President s Malaria Initiative (PMI), related malaria control programs, and malaria research activities to reduce malaria-related mortality. Develop effective malaria vaccines, new malaria treatment drugs, and targeted operations research. [through U.S. Direct Hire]	12250.03 	317
50005204	Spain	I.2.b. Basic Health	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
96795520	United States	I.2.b. Basic Health	Other Public Health Threats	OTHER PUBLIC HEALTH THREATS	Address public health threats posed by infectious diseases not targeted elsewhere in the Framework as well as significant non-communicable health threats of major public health importance. [through Ministry of Finance, Afghanistan]	12005.01|12250.02 	288
29990670	Japan	I.2.a. Health, General		TC AGGREGATED ACTIVITIES	TC AGGREGATED ACTIVITIES	99810.01 	51
9289740	Belgium	I.2.a. Health, General		ALLOCATIONS DE VOLONTARIAT CT		99810.01 	32
97632683	United States	I.2.b. Basic Health	Tuberculosis	TUBERCULOSIS	Reduce the number of deaths caused by TB by increasing detection of cases of TB and by successfully treating detected cases, as well as addressing issues of multi-drug resistant TB, TB and HIV, and investing in new tools for TB. [through ABT Associates]	12250.04|13040.01 	280
22070804	Switzerland	I.2.a. Health, General	SOUTIEN AUX ONG	SOUTIEN AUX ONG	SOUTIEN AUX ONG	92005.01 	48
24015637	Germany	I.2.a. Health, General	INTEGRIERTE FACHKRAFT	INTEGRATED SPECIALIST		99810.01 	45
96901763	United States	I.2.b. Basic Health	Tuberculosis	TUBERCULOSIS	Reduce the number of deaths caused by TB by increasing detection of cases of TB and by successfully treating detected cases, as well as addressing issues of multi-drug resistant TB, TB and HIV, and investing in new tools for TB. [through Management Sciences for Health]	12250.04 	296
96907338	United States	I.3. Population Pol./Progr. & Reproductive Health	HIV/AIDS - Assistance for HIV/AIDS	HIV/AIDS - ASSISTANCE FOR HIV/AIDS	Reduce the transmission and impact of HIV/AIDS through support for prevention, care and treatment programs. - Assistance for HIV/AIDS [through Boston University]	13040.05|13040.04|16010.10 	232
18471810	United States	I.3. Population Pol./Progr. & Reproductive Health	INCREASED INCOME FOR BOLIVIA'S POOR	INCREASED INCOME FOR BOLIVIA'S POOR	INCREASED INCOME FOR BOLIVIA'S POOR	16020.01 	108
96896847	United States	I.3. Population Pol./Progr. & Reproductive Health	HIV/AIDS	HIV/AIDS	Reduce the transmission and impact of HIV/AIDS through support for prevention, care and treatment programs. [through Management Sciences for Health]	13040.04|13040.05 	167
21273085	Belgium	I.2.b. Basic Health	PROVINCES NEERLANDOPHONES	PROVINCES NEERLANDOPHONES		99810.01 	53
27875614	Germany	I.2.a. Health, General	Integrated Experts	INTEGRATED EXPERTS	Integrated Experts	15110.01 	57
96981355	United States	I.2.b. Basic Health	Nutrition	NUTRITION	Increase availability and use of proven nutrition interventions to reduce mortality, morbidity, and food insecurity, including nutrition education to improve maternal diets, nutrition during pregnancy, exclusive breastfeeding, and infant and young child feeding practices; fortified or biofortified staple foods, specialized food products, and community gardens to improve consumption of quality food; and delivery of nutrition services including micronutrient supplementation and community managemen	12240.01 	521
19842585	Ireland	I.2.b. Basic Health		AGENCY FOR PERSONAL SERVICE OVERSEAS (APSO)		92020.01 	46
13774777	Norway	I.3. Population Pol./Progr. & Reproductive Health		JUNIOR EXPERTS/ASSOCIATE EXPERTS		99810.01 	35
97444403	United States	I.3. Population Pol./Progr. & Reproductive Health	Administration and Oversight - Assistance for HIV/AIDS - Assistance for HIV/AIDS	ADMINISTRATION AND OVERSIGHT - ASSISTANCE FOR HIV/AIDS - ASSISTANCE FOR HIV/AIDS	PEPFAR: Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US Government managing, administering, and supporting programs and their program-funded benefits such as housing, travel, transportation, education allowances etc; institutional contractors that provide such staff, rent, IT services, the program-funded share of utilities, staff training costs and the cost of developing and administering	91010.01 	662
98052486	United States	I.3. Population Pol./Progr. & Reproductive Health	Administration and Oversight - Assistance for HIV/AIDS - Assistance for HIV/AIDS	ADMINISTRATION AND OVERSIGHT - ASSISTANCE FOR HIV/AIDS - ASSISTANCE FOR HIV/AIDS	PEPFAR: Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US Government managing, administering, and supporting programs and their program-funded benefits such as housing, travel, transportation, education allowances etc; institutional contractors that provide such staff, rent, IT services, the program-funded share of utilities, staff training costs and the cost of developing and administering	91010.01 	662
35161441	Austria	I.2.a. Health, General	Small-scale commitments aggregated by sector and recipient country	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT COUNTRY	Semiaggregierte Daten je Empf&auml;ngerland und DAC5-Sektor f&uuml;r Kleincommitments	99810.01 	220
96849236	United States	I.3. Population Pol./Progr. & Reproductive Health	Maternal and Child Health	MATERNAL AND CHILD HEALTH	Increase the availability and use of proven life-saving interventions that address the major killers of mothers and children and improve their health and nutrition status, including effective maternity care and management of obstetric complications; prevention services including newborn care, routine immunization, polio eradication, safe water and hygiene, and micronutrients; improved maternal, infant and young child feeding; and treatment of life-threatening childhood illnesses. [through Macro	14005.01|12250.06|13020.05|13020.03|13020.04 	552
96982999	United States	I.3. Population Pol./Progr. & Reproductive Health	Administration and Oversight - Assistance for HIV/AIDS - Assistance for HIV/AIDS	ADMINISTRATION AND OVERSIGHT - ASSISTANCE FOR HIV/AIDS - ASSISTANCE FOR HIV/AIDS	PEPFAR: Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US Government managing, administering, and supporting programs and their program-funded benefits such as housing, travel, transportation, education allowances etc; institutional contractors that provide such staff, rent, IT services, the program-funded share of utilities, staff training costs and the cost of developing and administering	91010.01 	662
19246404	Germany	I.2.a. Health, General	GOVERNMENT CONTRIBUTIONS VIA NGO	GOVERNMENT CONTRIBUTIONS VIA NGO		92005.01|15105.01 	67
97809813	United States	I.3. Population Pol./Progr. & Reproductive Health	HIV/AIDS	HIV/AIDS	Reduce the transmission and impact of HIV/AIDS through support for prevention, care and treatment programs. [through U.S. Direct Hire]	13040.04|13040.05 	153
19239006	Germany	I.2.a. Health, General	GOVERNMENT CONTRIBUTIONS VIA NGO	GOVERNMENT CONTRIBUTIONS VIA NGO		92005.01|15105.01 	67
23021850	Japan	I.2.a. Health, General		TC AGGREGATED ACTIVITIES		99810.01 	27
96912488	United States	I.2.b. Basic Health	Tuberculosis	TUBERCULOSIS	Reduce the number of deaths caused by TB by increasing detection of cases of TB and by successfully treating detected cases, as well as addressing issues of multi-drug resistant TB, TB and HIV, and investing in new tools for TB. [through National Finance Center, U.S. Department of Agriculture]	13040.01|12250.04 	321
98041460	United States	I.3. Population Pol./Progr. & Reproductive Health	Family Planning and Reproductive Health	FAMILY PLANNING AND REPRODUCTIVE HEALTH	Expand access to high-quality voluntary family planning (FP) services and information, and reproductive health (RH) care. This element contributes to reducing unintended pregnancy and promoting healthy reproductive behaviors of men and women, reducing abortion, and reducing maternal and child mortality and morbidity. [through U.S. Government - U.S. Agency for International Development]	13030.02|13020.02|13020.03|13030.03|13020.05 	469
37599961	Spain	I.2.a. Health, General	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
96886162	United States	I.3. Population Pol./Progr. & Reproductive Health	HIV/AIDS	HIV/AIDS	Reduce the transmission and impact of HIV/AIDS through support for prevention, care and treatment programs. [through U.S. Direct Hire]	13040.05|13040.04 	153
11305371	Austria	I.2.a. Health, General	Small-scale commitments aggregated by sector and recipient	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT		99810.01 	119
97908777	United States	I.3. Population Pol./Progr. & Reproductive Health	Maternal and Child Health	MATERNAL AND CHILD HEALTH	Increase the availability and use of proven life-saving interventions that address the major killers of mothers and children and improve their health and nutrition status, including effective maternity care and management of obstetric complications; prevention services including newborn care, routine immunization, polio eradication, safe water and hygiene, and micronutrients; improved maternal, infant and young child feeding; and treatment of life-threatening childhood illnesses. [through Mercy	13020.03|12250.06|14081.01|12220.05|12240.02|14005.01|12240.03 	552
98033760	United States	I.3. Population Pol./Progr. & Reproductive Health	Maternal and Child Health	MATERNAL AND CHILD HEALTH	Increase the availability and use of proven life-saving interventions that address the major killers of mothers and children and improve their health and nutrition status, including effective maternity care and management of obstetric complications; prevention services including newborn care, routine immunization, polio eradication, safe water and hygiene, and micronutrients; improved maternal, infant and young child feeding; and treatment of life-threatening childhood illnesses. [through Americ	12250.03|14081.01|12240.02|12240.03|14005.01|13020.03|12250.01 	553
21314904	Denmark	I.2.b. Basic Health		DANISH TECHNICAL CO-OPERATION		15105.01 	32
17344084	Germany	I.2.b. Basic Health		GOVERNMENT CONTRIBUTIONS VIA NGO		92005.01 	35
97631604	United States	I.2.b. Basic Health	Malaria	MALARIA	Support the implementation of the President s Malaria Initiative (PMI), related malaria control programs, and malaria research activities to reduce malaria-related mortality. Develop effective malaria vaccines, new malaria treatment drugs, and targeted operations research. [through Johns Hopkins University]	12250.03 	325
24050848	Germany	I.3. Population Pol./Progr. & Reproductive Health	DEVELOPMENT WORKER	DEVELOPMENT EXPERT		99810.01 	39
98026239	United States	I.3. Population Pol./Progr. & Reproductive Health	HIV/AIDS	HIV/AIDS	Reduce the transmission and impact of HIV/AIDS through support for prevention, care and treatment programs. [through Personal Service Contractors - USAID]	13040.05|13040.04 	173
96819865	United States	I.3. Population Pol./Progr. & Reproductive Health	Maternal and Child Health	MATERNAL AND CHILD HEALTH	Increase the availability and use of proven life-saving interventions that address the major killers of mothers and children and improve their health and nutrition status, including effective maternity care and management of obstetric complications; prevention services including newborn care, routine immunization, polio eradication, safe water and hygiene, and micronutrients; improved maternal, infant and young child feeding; and treatment of life-threatening childhood illnesses. [through World	12250.06|13020.04|13020.03|14005.01|13020.05 	552
19849452	Ireland	I.2.b. Basic Health		AGENCY FOR PERSONAL SERVICE OVERSEAS (APSO)		92020.01 	46
96890611	United States	I.3. Population Pol./Progr. & Reproductive Health	HIV/AIDS	HIV/AIDS	Reduce the transmission and impact of HIV/AIDS through support for prevention, care and treatment programs. [through U.S. Direct Hire]	13040.05|13040.04 	153
96891461	United States	I.3. Population Pol./Progr. & Reproductive Health	HIV/AIDS	HIV/AIDS	Reduce the transmission and impact of HIV/AIDS through support for prevention, care and treatment programs. [through U.S. Direct Hire]	13040.04|13040.05 	153
26788190	United Nations Children s Fund (UNICEF)	I.2.b. Basic Health	GROWTH MONITORING/PROMOTION	GROWTH MONITORING/PROMOTION		15110.03 	57
98008736	United States	I.3. Population Pol./Progr. & Reproductive Health	HIV/AIDS - Assistance for HIV/AIDS	HIV/AIDS - ASSISTANCE FOR HIV/AIDS	Reduce the transmission and impact of HIV/AIDS through support for prevention, care and treatment programs. - Assistance for HIV/AIDS [through USAID/M/CIO]	13040.03|13040.04|13040.05 	226
25001778	Finland	I.2.b. Basic Health		HEALTH AND CARE IN THE COMMUNITY	HEALTH AND CARE IN THE COMMUNITY	12105.01 	67
96886776	United States	I.3. Population Pol./Progr. & Reproductive Health	HIV/AIDS	HIV/AIDS	Reduce the transmission and impact of HIV/AIDS through support for prevention, care and treatment programs. [through U.S. Direct Hire]	13040.05|13040.04 	153
23064594	Japan	I.3. Population Pol./Progr. & Reproductive Health		TC AGGREGATED ACTIVITIES		99810.01 	27
23099226	Japan	I.2.a. Health, General		TC AGGREGATED ACTIVITIES		99810.01 	27
96985321	United States	I.3. Population Pol./Progr. & Reproductive Health	HIV/AIDS	HIV/AIDS	Reduce the transmission and impact of HIV/AIDS through support for prevention, care and treatment programs. [through ABT Associates]	13040.05|13040.04 	151
26776070	United Nations Children s Fund (UNICEF)	I.2.b. Basic Health	PROJECT SUPPORT	PROJECT SUPPORT		51010.05 	33
97371983	Japan	I.2.b. Basic Health	TC AGGREGATED ACTIVITIES	TC AGGREGATED ACTIVITIES		99810.01 	51
97662411	United States	I.3. Population Pol./Progr. & Reproductive Health	Family Planning and Reproductive Health	FAMILY PLANNING AND REPRODUCTIVE HEALTH	Expand access to high-quality voluntary family planning (FP) services and information, and reproductive health (RH) care. This element contributes to reducing unintended pregnancy and promoting healthy reproductive behaviors of men and women, reducing abortion, and reducing maternal and child mortality and morbidity. [through ABT Associates]	13030.02|13030.03|13020.05|13020.01 	424
96963917	United States	I.3. Population Pol./Progr. & Reproductive Health	Administration and Oversight - Assistance for HIV/AIDS - Assistance for HIV/AIDS	ADMINISTRATION AND OVERSIGHT - ASSISTANCE FOR HIV/AIDS - ASSISTANCE FOR HIV/AIDS	PEPFAR: Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US Government managing, administering, and supporting programs and their program-funded benefits such as housing, travel, transportation, education allowances etc; institutional contractors that provide such staff, rent, IT services, the program-funded share of utilities, staff training costs and the cost of developing and administering	91010.01 	662
97593526	United States	I.3. Population Pol./Progr. & Reproductive Health	Program Design and Learning - Assistance for HIV/AIDS - Assistance for HIV/AIDS	PROGRAM DESIGN AND LEARNING - ASSISTANCE FOR HIV/AIDS - ASSISTANCE FOR HIV/AIDS	PEPFAR: Develop and conduct needs assessments, baseline studies, targeted evaluations, special studies or other information-gathering efforts specifically for the design, monitoring and evaluation of USG-funded programs. This sub-element may also include developing and disseminating best practices and lessons learned, testing demonstration and/or pilot models, or the preparation of strategic plans and other short-term programming tasks. Note: All such activities that are carried out by partners	16010.10 	660
26793916	United Nations Children s Fund (UNICEF)	I.3. Population Pol./Progr. & Reproductive Health	PROJECT SUPPORT	PROJECT SUPPORT		51010.05 	33
97598703	United States	I.3. Population Pol./Progr. & Reproductive Health	Administration and Oversight - Assistance for HIV/AIDS - Assistance for HIV/AIDS	ADMINISTRATION AND OVERSIGHT - ASSISTANCE FOR HIV/AIDS - ASSISTANCE FOR HIV/AIDS	PEPFAR: Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US Government managing, administering, and supporting programs and their program-funded benefits such as housing, travel, transportation, education allowances etc; institutional contractors that provide such staff, rent, IT services, the program-funded share of utilities, staff training costs and the cost of developing and administering	91010.01 	662
18894135	Austria	I.2.a. Health, General	Small-scale commitments aggregated by sector and recipient	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT		99810.01 	119
96956485	United States	I.3. Population Pol./Progr. & Reproductive Health	Administration and Oversight - Assistance for HIV/AIDS - Assistance for HIV/AIDS	ADMINISTRATION AND OVERSIGHT - ASSISTANCE FOR HIV/AIDS - ASSISTANCE FOR HIV/AIDS	PEPFAR: Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US Government managing, administering, and supporting programs and their program-funded benefits such as housing, travel, transportation, education allowances etc; institutional contractors that provide such staff, rent, IT services, the program-funded share of utilities, staff training costs and the cost of developing and administering	91010.01 	662
26745204	United Nations Children s Fund (UNICEF)	I.2.b. Basic Health	PROJECT SUPPORT	PROJECT SUPPORT		51010.05 	33
97635684	United States	I.3. Population Pol./Progr. & Reproductive Health	HIV/AIDS - Assistance for HIV/AIDS	HIV/AIDS - ASSISTANCE FOR HIV/AIDS	Reduce the transmission and impact of HIV/AIDS through support for prevention, care and treatment programs. - Assistance for HIV/AIDS [through Futures Group Global]	13040.04|13040.05|13040.01 	235
96896678	United States	I.3. Population Pol./Progr. & Reproductive Health	Maternal and Child Health	MATERNAL AND CHILD HEALTH	Increase the availability and use of proven life-saving interventions that address the major killers of mothers and children and improve their health and nutrition status, including effective maternity care and management of obstetric complications; prevention services including newborn care, routine immunization, polio eradication, safe water and hygiene, and micronutrients; improved maternal, infant and young child feeding; and treatment of life-threatening childhood illnesses. [through Person	13020.03|12240.03|14005.01|12240.02|12250.06 	553
23665818	Belgium	I.2.b. Basic Health	PROVINCES NEERLANDOPHONES	PROVINCES NEERLANDOPHONES	PROVINCES NEERLANDOPHONES	99810.01 	78
20247413	Canada	I.3. Population Pol./Progr. & Reproductive Health	GENDER IDEAS FORUM 2002/2003	GENDER IDEAS FORUM 2002/2003		15150.09 	59
96907304	United States	I.3. Population Pol./Progr. & Reproductive Health	HIV/AIDS - Assistance for HIV/AIDS	HIV/AIDS - ASSISTANCE FOR HIV/AIDS	Reduce the transmission and impact of HIV/AIDS through support for prevention, care and treatment programs. - Assistance for HIV/AIDS [through U.S. Direct Hire]	13040.05|13040.04 	231
97462067	United States	I.3. Population Pol./Progr. & Reproductive Health	Family Planning and Reproductive Health	FAMILY PLANNING AND REPRODUCTIVE HEALTH	Expand access to high-quality voluntary family planning (FP) services and information, and reproductive health (RH) care. This element contributes to reducing unintended pregnancy and promoting healthy reproductive behaviors of men and women, reducing abortion, and reducing maternal and child mortality and morbidity. [through Georgetown University]	13030.03|13030.02|13020.05|13020.01 	431
97450830	United States	I.3. Population Pol./Progr. & Reproductive Health	Administration and Oversight - Assistance for HIV/AIDS - Assistance for HIV/AIDS	ADMINISTRATION AND OVERSIGHT - ASSISTANCE FOR HIV/AIDS - ASSISTANCE FOR HIV/AIDS	PEPFAR: Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US Government managing, administering, and supporting programs and their program-funded benefits such as housing, travel, transportation, education allowances etc; institutional contractors that provide such staff, rent, IT services, the program-funded share of utilities, staff training costs and the cost of developing and administering	91010.01 	662
37315643	Spain	I.2.a. Health, General	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
17359416	Germany	I.2.b. Basic Health	FED. STATES CONTRIBUTIONS	FED. STATES CONTRIBUTIONS		99810.01 	53
96833684	United States	I.2.b. Basic Health	Tuberculosis	TUBERCULOSIS	Reduce the number of deaths caused by TB by increasing detection of cases of TB and by successfully treating detected cases, as well as addressing issues of multi-drug resistant TB, TB and HIV, and investing in new tools for TB. [through World Health Organization]	13040.01|12250.04 	291
97018817	United States	I.3. Population Pol./Progr. & Reproductive Health	Administration and Oversight - Assistance for HIV/AIDS - Assistance for HIV/AIDS	ADMINISTRATION AND OVERSIGHT - ASSISTANCE FOR HIV/AIDS - ASSISTANCE FOR HIV/AIDS	PEPFAR: Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US Government managing, administering, and supporting programs and their program-funded benefits such as housing, travel, transportation, education allowances etc; institutional contractors that provide such staff, rent, IT services, the program-funded share of utilities, staff training costs and the cost of developing and administering	91010.01 	662
24424879	Norway	I.3. Population Pol./Progr. & Reproductive Health	FREDSKORPSET PERSONNEL EXCHANGE	FREDSKORPSET PERSONNEL EXCHANGE	FEASIBILITY STUDY ON ESTABLISHING EXCHANGE OF PERSONNEL FOR FREDSKORPSET EXCHANGE PROGRAMME. THE RESULTS OF THE FEASIBILITY STUDY WILL CONSTITUTE PARTS OF THE BASIS FOR ASSESSING AN APPLICATION FOR A COLLABORATION AGREEMENT.&nbsp;	72010.01|74010.09 	295
26799860	United Nations Children s Fund (UNICEF)	I.3. Population Pol./Progr. & Reproductive Health	PROJECT SUPPORT	PROJECT SUPPORT		51010.05 	33
96871656	United States	I.2.b. Basic Health	Malaria	MALARIA	Support the implementation of the President s Malaria Initiative (PMI), related malaria control programs, and malaria research activities to reduce malaria-related mortality. Develop effective malaria vaccines, new malaria treatment drugs, and targeted operations research. [through Fayyaa Integrated Development Association]	12250.03 	342
96856359	United States	I.3. Population Pol./Progr. & Reproductive Health	HIV/AIDS	HIV/AIDS	Reduce the transmission and impact of HIV/AIDS through support for prevention, care and treatment programs. [through European Cooperative for Rural Development (EUCORD)]	13040.01|13040.05|13040.04 	188
