aiddata_id	donor	sector	title	short_description	long_description	aiddata_activity_code	codeRule_characterLength
21537014	Germany	I.1.c. Secondary Education	DEVELOPMENT AID VOLUNTEER	DEVELOPMENT AID VOLUNTEER		99810.01 	53
19883225	Ireland	I.6. Other Social Infrastructure & Services		AGENCY FOR PERSONAL SERVICE OVERSEAS (APSO)		92020.01 	46
19427307	Norway	I.5.a. Government & Civil Society-general	COUNTER TRAFFICKING, PRENEVNTION ASS	LEGAL AND JUDICIAL DEVELOPMENT		15130.06|15130.02 	69
91716216	Arab Bank for Economic Development in Africa (BADEA)		Telecommunications seminar	<br>	<br>	22081.01|11120.06|22020.01 	37
11975355	Spain	I.5.a. Government & Civil Society-general	CAPACITACION JUDICIAL CONTINUADA EN PANAMA . II FASE	FORMATION CONTINUE JUDICIARE		15130.03|15130.04 	83
3005947	World Bank - International Finance Corporation (IFC)		Build a 60 bed hotel			33210.02 	23
40216862	Islamic Development Bank (ISDB)		Assistance for Tajik refugees	<br>	<br>	72010.01 	40
40118343	Islamic Development Bank (ISDB)		Extension & Equipping of the National Hospital, Akurana, Kandy Province		<br>	12230.03|12230.02 	78
23144436	Japan	II.3. Energy		TC AGGREGATED ACTIVITIES		99810.01 	27
28016496	Germany	I.1.c. Secondary Education	Integrated Experts	INTEGRATED EXPERTS	Integrated Experts	15110.01 	57
30131563	Japan	II.4. Banking & Financial Services		TC AGGREGATED ACTIVITIES	TC AGGREGATED ACTIVITIES	99810.01 	51
8947128	Netherlands	VIII.1. Emergency Response		EMERGENCY/DISTRESS RELIEF		72010.01 	28
50142932	Korea	VIII.1. Emergency Response	Emergency Aid	EMERGENCY AID		72010.01 	29
26789260	United Nations Children s Fund (UNICEF)	I.6. Other Social Infrastructure & Services	PROJECT SUPPORT	PROJECT SUPPORT		51010.05 	33
2414413	Caribbean Development Bank (CDB)		Banana Rehabilitation			31120.07|31120.06 	24
14063124	Belgium	I.5.a. Government & Civil Society-general	EDUCATION--WSM	SOCI&Eacute;T&Eacute; CIVILE : EDUCATION		11105.01|15150.01 	57
13881442	United Kingdom	VIII.1. Emergency Response		EMERGENCY/DISTRESS RELIEF		72010.01 	28
19823694	Ireland	I.4. Water Supply & Sanitation		AGENCY FOR PERSONAL SERVICE OVERSEAS (APSO)		92020.01 	46
2431673	Asian Development Bank (ASDB)		Privatization of Department of Public Works and Highways Equipment Workshops			21020.02|25020.01|21010.02 	79
11799331	Sweden	VIII.1. Emergency Response	UNICEF IRAQ	EMERGENCY / DISTRESS RELIEF : UNICEF		72010.01 	50
9114882	Canada	VIII.1. Emergency Response		EMERGENCY/DISTRESS RELIEF		72010.01 	28
3010926	World Bank - International Finance Corporation (IFC)		Hipotecaria Su Casita S.A. de C.V. - SOFOL	<br>	<br>	16030.02|24030.01 	53
30745270	United Nations Children s Fund (UNICEF)	I.5.a. Government & Civil Society-general	4189. Public advocacy reports	PUBLIC ADVOCACY REPORTS	Public advocacy reports	15150.08|15150.01 	78
24361416	Netherlands	I.5.a. Government & Civil Society-general	ELECTIONS MONITORING KZ	PRESIDENTIAL ELECTIONS MONITORING	PRESIDENTIAL ELECTIONS MONITORING	15150.06 	92
17977649	Finland	I.5.b. Conflict, Peace & Security	OSCE POLICE OPERATION	OSCE POLICE OPERATION		15130.06 	45
93983162	Slovenia		Imputed student costs and Scholarships	Imputed student costs	Imputed student costs and Scholarships	11320.06 	100
50048935	Spain	IV.2. Other Multisector	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
21600289	Germany	I.1.c. Secondary Education	INTEGRATED SPECIALIST	INTEGRATED SPECIALIST		99810.01 	45
28343284	Norway	I.5.b. Conflict, Peace & Security	QMA/CIV-POL training etc. Africa	QMA/CIV-POL TRAINING ETC. AFRICA	Description is missing	15130.06 	89
16308944	Luxembourg	VIII.1. Emergency Response	WIEDERAUFBAU IN SASINA POLJAK, REGION SANSKI MOST - 2E PHASE	EMERGENCY/DISTRESS RELIEF		73010.04|73010.01 	88
20879862	European Communities (EC)	VIII.1. Emergency Response	ECHO/KHM/210/2003/02000	ECHO - EMERGENCY RELIEF		72010.01 	49
27872888	Germany	I.5.a. Government & Civil Society-general	Integrated Experts	INTEGRATED EXPERTS	Integrated Experts	15110.01 	57
24159113	Germany	XII. Unallocated / Unspecified	INTEGRIERTE FACHKRAFT	INTEGRATED SPECIALIST		99810.01 	45
25042830	Ireland	VIII.1. Emergency Response		EMERGENCY FOOD AID	EMER. HUMANITARIAN ASSIST -D	72040.01 	49
21302628	Denmark	I.5.a. Government & Civil Society-general		DANISH TECHNICAL CO-OPERATION		15105.01 	32
9046588	Sweden	I.5.a. Government & Civil Society-general	ACCOUNTABILITY STUDY	ACCOUNTABILITY STUDY		15120.01 	43
40200624	Islamic Development Bank (ISDB)		Assistance for Islamic Studies at Jamiatul Muslim, Mindanao	<br>	<br>	11120.01 	70
6642600	United States	I.5.a. Government & Civil Society-general		PUBLIC ADMINISTRATION		15140.04|15140.01 	24
24590580	Portugal	IX. Administrative Costs of Donors	ADMINISTRATIVE COSTS	ADMINISTRATIVE COSTS	ADMINISTRATIVE COSTS	15110.01 	63
17397948	Germany	I.5.a. Government & Civil Society-general	CIVIL SOCIETY MEASURES	CIVIL SOCIETY MEASURES		15150.03|15150.01 	47
23979396	Germany	I.5.a. Government & Civil Society-general	DIALOGE 2004	DIALOG 2028		99810.01 	26
9306705	Denmark	I.5.a. Government & Civil Society-general	Investigation commision re. th	HUMAN RIGHTS WORK		15150.07 	50
38724037	Japan	I.5.a. Government & Civil Society-general		TC AGGREGATED ACTIVITIES	TC AGGREGATED ACTIVITIES	99810.01 	51
9526667	Sweden	VIII.1. Emergency Response	BOMB/MINE CLEARANCE. LAOS	BOMB/MINE CLEARANCE. LAOS		73010.01|15250.01 	53
13691416	Netherlands	VIII.2. Reconstruction Relief & Rehabilitation	HERVESTIGING EN REHABILITATIEP	RECONSTRUCTION RELIEF		73010.04 	54
39187708	United Nations Children s Fund (UNICEF)	I.5.a. Government & Civil Society-general	4189. Public advocacy reports	PUBLIC ADVOCACY REPORTS	Public advocacy reports	15150.01|15150.08 	78
21571558	Germany	I.5.a. Government & Civil Society-general	INTEGRATED SPECIALIST	INTEGRATED SPECIALIST		99810.01 	45
37251876	Spain	X. Support to NGO's	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
11362202	Belgium	I.5.a. Government & Civil Society-general	FORMATION TRAV. SOC. CIVILE	FORMATION TRAV. SOCIETE CIVILE		16081.01|15150.01 	60
8950592	Netherlands	VIII.1. Emergency Response		EMERGENCY/DISTRESS RELIEF		72010.01 	28
26951413	Sweden		RUS/KALIN LOCAL GOVERNMENT FINANCE	KALIN LOCAL GOVERNMENT FINANCE		15120.01|15120.02 	67
21153773	Austria	I.5.b. Conflict, Peace & Security	UN PEACE-BUILDING.: REFERENDUM WESTERN SAHARA	UN PEACE-BUILDING.: REFERENDUM WESTERN SAHARA		15230.01 	93
14542329	Sweden	I.5.a. Government & Civil Society-general	AIDC'S WTO PROJECT	AIDC'S WTO PROJECT		15150.02|33140.01 	39
23077756	Japan	II.3. Energy		TC AGGREGATED ACTIVITIES		99810.01 	27
11604162	Netherlands	I.5.a. Government & Civil Society-general	THEATERPRODUCTIE GENDERAWARENE	THEATER PRODUCTION: GENDER AWARENESS		15150.09|16010.07 	69
9732352	Australia	I.5.a. Government & Civil Society-general	CAM SON LAKE COMMUNITY DEVELOP	CAM SON LAKE COMMUNITY DEVELOPMENT		15150.02 	67
7112165	United States	I.5.a. Government & Civil Society-general		PUBLIC ADMINISTRATION		15140.04|15140.01 	24
11794063	Sweden	VIII.1. Emergency Response	CAP SUDAN 98 OCHA	EMERGENCY / DISTRESS RELIEF : OCHA		72050.01 	54
29661171	United States	I.5.a. Government & Civil Society-general	Inclusive Governance Enhanced	INCLUSIVE GOVERNANCE ENHANCED	Inclusive Governance Enhanced	15140.04 	90
10985000	Switzerland	VIII.1. Emergency Response	HILFE NACH ZYKLON GRETELLE	EMERGENCY/DISTRESS RELIEF		72010.01 	54
27892583	Germany	VIII.1. Emergency Response	Food Aid Senegal	FOOD AID SENEGAL	Food Aid Senegal	72040.01 	51
94217757	Greece	IX. Administrative Costs of Donors	ADMINISTRATIVE COSTS	ADMINISTRATIVE COSTS	ADMINISTRATIVE COSTS	15110.01 	63
2406178	Asian Development Bank (ASDB)		Facility for Policy Reform			15110.01 	29
27960535	Germany	VIII.1. Emergency Response	humanitarian aid	HUMANITARIAN AID	humanitarian aid	72010.01 	51
9487688	Sweden	I.5.a. Government & Civil Society-general	CINVE	ECONOMIC AND DEVELOPMENT PLANNING		15110.02|15110.05 	41
17356365	Germany	III.1.a. Agriculture		GOVERNMENT CONTRIBUTIONS VIA NGO		92005.01 	35
40281877	India		Purchase of various goods from India 	<br>	<br>	53040.03 	48
9180201	Australia	I.5.a. Government & Civil Society-general		GENERAL GOVMNT SERVICES		15140.02 	26
23086620	Japan	I.4. Water Supply & Sanitation		TC AGGREGATED ACTIVITIES		99810.01 	27
28875506	Ireland	VIII.2. Reconstruction Relief & Rehabilitation		RECONSTRUCTION RELIEF	RECOVERY ASSISTANCE	73010.01 	43
12949992	United Kingdom	VIII.1. Emergency Response	KOSOVO CRISIS	KOSOVO CRISIS: EMERGENCY/DISTRESS	Provision of mobile kitchens	72040.01 	77
16785885	European Communities (EC)	VIII.1. Emergency Response	ECHO/IDN/210/2001/01000	EMERGENCY/DISTRESS RELIEF	ECHO/IDN/210/2001/01000	72010.01 	74
27456228	Switzerland		'COOPERATION FOR REHABILITATION'	'COOPERATION FOR REHABILITATION'	'COOPERATION FOR REHABILITATION'	73010.01 	99
30562533	United Nations Development Programme (UNDP)	I.5.a. Government & Civil Society-general	Alignment with Nat. Dev. Proce	ECONOMIC AND DEVELOPMENT POLICY/PLANNING		15110.01 	73
50000326	WFP	VIII.3. Disaster Prevention & Preparedness	Emergency Operations	EMERGENCY OPERATIONS		72010.01 	43
31586594	Germany	VIII.1. Emergency Response	humanitarian aid	EMERGENCY/DISTRESS RELIEF	humanitarian aid	72010.01 	60
23051683	Japan	I.1.d. Post-Secondary Education		TC AGGREGATED ACTIVITIES		99810.01 	27
13400551	United Nations Development Programme (UNDP)	I.5.a. Government & Civil Society-general	NATIONAL CAPACITY STRENGTHENING	NATIONAL CAPACITY STRENGTHENING		15110.05|15110.03 	65
24047165	Germany	I.3. Population Pol./Progr. & Reproductive Health	DEVELOPMENT WORKER	DEVELOPMENT EXPERT		99810.01 	39
2428429	European Bank for Reconstruction & Development (EBRD)		E -Energia		Expansion of district heating activities in Lithuania.	23020.06 	67
28038643	Germany	II.3. Energy	Integrated Experts	INTEGRATED EXPERTS	Integrated Experts	15110.01 	57
6216756	Netherlands	VIII.1. Emergency Response		HUMAN. AID, WOMEN REFUGEES		72010.01 	29
2445922	Asian Development Bank (ASDB)		Small-Scale Industry			32105.01 	23
8884677	Canada	I.5.a. Government & Civil Society-general		PUBLIC ADMINISTRATION		15140.04|15140.01 	24
29632067	United States	I.5.a. Government & Civil Society-general		HUMAN RIGHTS	State Department's SEED Annual Report	15110.04|15150.07 	52
28443771	Norway	I.5.a. Government & Civil Society-general	Consultancy Marte Kopstad	CONSULTANCY MARTE KOPSTAD	Description is missing	99810.01 	75
13605236	France	VIII.1. Emergency Response		FONDS D'URGENCE HUMANITAIRE		72010.01 	30
28649094	Switzerland	VIII.1. Emergency Response	Caritas Food Aid Dairy Products	CARITAS FOOD AID DAIRY PRODUCTS	Caritas Food Aid Dairy Products	72040.01 	96
3006779	World Bank - International Finance Corporation (IFC)		Microfinance Bank of Georgia			24040.02 	31
11848124	Switzerland	VIII.1. Emergency Response	PROGRAMM UNHCR	AID TO REFUGEES (IN RECIP. COUNTRY)		72010.01 	52
24684280	Sweden	I.5.b. Conflict, Peace & Security	OPC FRAME 2005-2006 SOUTH	CIVILIAN PEACE-BUILDING, CONFLICT PREVENTION AND RESOLUTION		15220.01 	87
14335375	Netherlands	VIII.2. Reconstruction Relief & Rehabilitation	BLOKALLOCATIE WEDEROPBOUW II/	RECONSTRUCTION RELIEF		73010.04 	53
16110323	Switzerland	VIII.1. Emergency Response	UNITAR: SECONDMENT IMP	EMERGENCY/DISTRESS RELIEF		72010.01 	50
8535109	European Communities (EC)	VIII.1. Emergency Response	3EPHASE DU PROG MEDICAL	3EPHASE DU PROG MEDICAL		72020.01 	49
19609876	Sweden	VIII.1. Emergency Response	SRK-ERITREA	EMERGENCY FOOD AID		72040.01 	32
28679166	Switzerland	I.5.a. Government & Civil Society-general	Small Actions East Asia	FREE FLOW OF INFORMATION	Small Actions East Asia	15150.08 	73
3006731	World Bank - International Finance Corporation (IFC)		Establish the first listed Islamic leasing oriented fun for emerging markets			25010.01|24030.01 	79
30340916	New Zealand	I.5.a. Government & Civil Society-general	ANZSIL 2006 Conference	ANZSIL 2006 CONFERENCE	ANZSIL International Law 2006 Conference	15130.03|92020.01|15130.01 	87
32341812	Switzerland	I.5.a. Government & Civil Society-general	Gestion civile des conflits	HUMAN RIGHTS	Constitutionalism (Project / Programm)	15150.07|15130.02|15220.01 	80
22973456	Japan	III.2.a. Industry		TC AGGREGATED ACTIVITIES		99810.01 	27
10935775	Sweden	VIII.1. Emergency Response	FOOD AID TO IRAQ	FOOD AID TO IRAQ		72040.01 	35
11115223	Spain	I.5.a. Government & Civil Society-general	CENTRO INTEGRAL PROMOCION Y EMPLEO MUJER	CENT. INTEGRAL PROMO/EMPLOI FEMME		15150.09 	76
9316925	Denmark	I.5.a. Government & Civil Society-general		GENERAL ELECTIONS SUPPORT		15150.06 	28
13666915	Italy	VIII.1. Emergency Response	PROVISION OF EQUIPMENT	PROVISION OF EQUIPMENT		72010.01 	47
2431852	Asian Development Bank (ASDB)		Coalbed Methane Demonstration			32220.02|32220.03 	32
3007068	World Bank - International Finance Corporation (IFC)		Orzunil S.A.uIFC increased a syndicated loan for a FY97 geothermal power plant.			23030.03 	82
27054468	Canada		ASRO HUMAN RESOURCES STRATEGY	HUMAN RESOURCES STRATEGY		11105.01 	56
8335724	Netherlands	VIII.1. Emergency Response		EMERGENCY/DISTRESS RELIEF		72010.01 	28
30738580	United Nations Children s Fund (UNICEF)	I.5.a. Government & Civil Society-general	4189. Public advocacy reports	PUBLIC ADVOCACY REPORTS	Public advocacy reports	15150.08|15150.01 	78
14333873	Netherlands	I.5.a. Government & Civil Society-general	ONDERSTEUNING WERKGROEP NEDERL	STRENGTHENING CIVIL SOCIETY		15150.01 	60
11015026	United Kingdom	VIII.1. Emergency Response		EMERGENCY ASSISTANCE		72010.01 	23
29669234	United States	VIII.1. Emergency Response		EMERGENCY/DISTRESS RELIEF	OFDA/Disaster Response	72010.01 	50
2414166	Inter-American Development Bank (IADB)		Create New Microfinance Institutions to Increase Access to Microentrepreneurs	<br>	<br>	24040.01|24040.02 	88
32204680	Sweden	I.5.a. Government & Civil Society-general	IFJ/INSI phase out 08	FREE FLOW OF INFORMATION	IFJ/INSI phase out 08	15150.08 	69
2432544	Asian Development Bank (ASDB)		Asia-Pacific Economic Cooperation Growth Recovery Initiatives			15110.01 	64
19430253	Norway	I.5.a. Government & Civil Society-general	SP WT III SECURITY SECTOR REFORM PHA	HUMAN RIGHTS		15150.07 	51
36458588	Norway	I.5.a. Government & Civil Society-general	EITI. National Coordinators Forum 2008	HUMAN RIGHTS	EITI. National Coordinators Forum 2008	15150.07 	91
39225649	United Nations Children s Fund (UNICEF)	I.5.b. Conflict, Peace & Security	4147. Mine risk reduction/UXO	MINE RISK REDUCTION/UXO	Mine risk reduction/UXO	15250.01 	78
17398026	Germany	I.2.b. Basic Health		GOVERNMENT CONTRIBUTIONS VIA NGO		92005.01 	35
26536387	New Zealand	I.5.a. Government & Civil Society-general	TONGA : CHIEF JUSTICE	TONGA : CHIEF JUSTICE	JUDICIAL AID : JUDGE	15130.03|15130.04 	65
23051218	Japan	XII. Unallocated / Unspecified		TC AGGREGATED ACTIVITIES		99810.01 	27
2402284	European Bank for Reconstruction & Development (EBRD)		EU/EBRD SME financing facility – Phase II: BZ WBK			25010.08 	54
3006461	World Bank - International Finance Corporation (IFC)		Establish a cheese-processing plant 30 km from Tashkent (SEF).			32120.06 	65
21247912	Belgium	I.6. Other Social Infrastructure & Services	PROVINCES NEERLANDOPHONES	PROVINCES NEERLANDOPHONES		99810.01 	53
7883030	Sweden	VIII.1. Emergency Response		AID TO REFUGEES (IN RECIP. COUNTRY)		72010.01 	38
8501239	Japan	I.5.a. Government & Civil Society-general		COMMUNITY DEVELOPMENT		15150.01|15150.02 	24
30471314	United Nations Development Programme (UNDP)	I.5.a. Government & Civil Society-general	Support to The National Govern	ECONOMIC AND DEVELOPMENT POLICY/PLANNING		15110.01 	73
19258604	Germany	I.1.b. Basic Education	GOVERNMENT CONTRIBUTIONS VIA NGO	GOVERNMENT CONTRIBUTIONS VIA NGO		92005.01|15105.01 	67
19278340	Germany	IV.2. Other Multisector	GOVERNMENT CONTRIBUTIONS VIA NGO	GOVERNMENT CONTRIBUTIONS VIA NGO		92005.01|15105.01 	67
28703548	Switzerland	VIII.1. Emergency Response	OCHA, Contribution to Management	EMERGENCY/DISTRESS RELIEF	OCHA, Contribution to Management	72050.01 	92
34972177	United Nations Children s Fund (UNICEF)	VIII.1. Emergency Response	4214. Avian Influenza	AVIAN INFLUENZA	Avian Influenza	72020.01 	54
38330938	United States	I.5.b. Conflict, Peace & Security	WMD Safeguard Activities	WMD SAFEGUARD ACTIVITIES	WMD Safeguard Activities	15210.02|15210.01 	75
23715923	Belgium	VIII.1. Emergency Response	PROVINCE DE HAINAUT - TSUNAMI	PROVINCE DE HAINAUT - TSUNAMI	PROVINCE DE HAINAUT - TSUNAMI	72010.01 	90
39091893	United Nations Children s Fund (UNICEF)	I.5.a. Government & Civil Society-general	4182. CRC reports	CRC REPORTS	CRC reports	99810.01 	42
22019883	Sweden	VIII.1. Emergency Response	VSF-VETERINARY RELIEF2004	VSF-VETERINARY RELIEF 2004		31191.05 	54
37181351	Luxembourg	VIII.1. Emergency Response		EMERGENCY FOOD AID		72040.01 	21
11068704	Spain	VIII.1. Emergency Response	SUMINISTRO DE MATERIAL DE SOCORRO A ZAIRE	ENVOI DE MATERIEL DE SECOURS		72010.01 	72
23233407	New Zealand	I.5.a. Government & Civil Society-general	UNDP TRUST FUND : EAST TIMOR / GOVERNMENT / UNDP TRUST FUND	UNDP TRUST FUND : EAST TIMOR		92020.01 	90
13557801	Belgium	VIII.1. Emergency Response	ACTIONS HUMANITAIRES/REGION WALLONNE	EMERGENCY/DISTRESS RELIEF		72010.01 	64
24595312	Sweden	I.5.b. Conflict, Peace & Security	OSCE MISSION IN KOSOVO	CIVILIAN PEACE-BUILDING, CONFLICT PREVENTION AND RESOLUTION		15220.01 	84
24850383	Switzerland	VIII.1. Emergency Response	UNHCR EMERGENCY AID PROGRAMME	UNHCR EMERGENCY AID PROGRAMME	UNHCR EMERGENCY AID PROGRAMME	72010.01 	90
98320338	Germany	I.5.a. Government & Civil Society-general	Government administration	GOVERNMENT ADMINISTRATION	Government administration	15140.01 	78
25983243	United States	I.5.b. Conflict, Peace & Security	Regional Conflict Prevention	REGIONAL CONFLICT PREVENTION	Regional Conflict Prevention	15220.01 	87
19250086	Germany	I.1.d. Post-Secondary Education	GOVERNMENT CONTRIBUTIONS VIA NGO	GOVERNMENT CONTRIBUTIONS VIA NGO		92005.01|15105.01 	67
11393917	France	I.5.a. Government & Civil Society-general	ADMINISTRATION LOCALE	ADMINISTRATION LOCALE		15140.03|15140.02 	45
11273612	European Communities (EC)	VIII.1. Emergency Response		EMERGENCY/DISTRESS RELIEF		72010.01 	28
26673286	United Nations Development Programme (UNDP)	I.5.b. Conflict, Peace & Security	MAINSTREAMING OF PEACE ACCORDS	CIVILIAN PEACE-BUILDING, CONFLICT PREVENTION AND RESOLUTION		15220.01 	92
2429702	Asian Development Bank (ASDB)		Capital Market Development Program			24010.04 	37
16231733	Finland	VIII.1. Emergency Response	WEST-SAHARA HUMANITARIAN AID	EMERGENCY AID TO REFUGEES		72010.01 	56
12811360	Sweden	I.5.a. Government & Civil Society-general	FILM AND MEDIA PROJECT	INFORMATION: FILM AND MEDIA PROJECT		15150.08|16010.07 	60
14010422	Belgium	VIII.1. Emergency Response	UNI HCR ASSISTANCE PERSONNEL	AIDE AUX R&Eacute;FUGI&Eacute;S : ASSISTANCE PERSONNEL		72010.01 	85
2447211	Asian Development Bank (ASDB)		Post-Tsunami Utility Connections for the Poor			73010.01 	48
26784537	United Nations Children s Fund (UNICEF)	I.3. Population Pol./Progr. & Reproductive Health	PROJECT SUPPORT	PROJECT SUPPORT		51010.05 	33
24534788	Norway	I.5.a. Government & Civil Society-general	GLO/SUPPORT CONFERENCE CHILDHOODS 2005	GLO/SUPPORT CONFERENCE CHILDHOODS 2005		11120.06|11240.01 	79
