aiddata_id	donor	sector	title	short_description	long_description	aiddata_activity_code	codeRule_characterLength
15038410	United States	I.5.a. Government & Civil Society-general	COMMUNITY ORGANIZATIONS AS PARTNERS IN DEMOCRATIC GOVERNANCE	COMMUNITY ORGANISATIONS AS PARTNERS IN DEMOCRATIC GOVERNANCE	Community Organizations as Partners in Democratic Governance  Funding: 1021.1 - Dev Asst - Development Assistance	15150.05|15140.04 	236
1998450	Inter-American Development Bank (IADB)		Food and Agricultural Sector Restructuring Program	Food and Agricultural Sector Loan	The program aims to improve the efficiency and competitiveness of Mexico's food and agriculture sector, as well as restructure the sector's production system and facilitate the adjustment of low-income producers and consumers to the new system. While improving the efficiency and competitiveness of the sector is an important objective of this operation, the program also supports direct food- and income-support mechanisms for impoverished groups of producers and consumers. Those mechanisms will facilitate the adjustment for those population groups, enabling the government to undertake necessary macroeconomic reforms, including lifting price controls, divesting state-controlled grain storage infrastructure, and developing private farm-commodity markets and other private financial instruments. This project will be executed jointly by the Ministry of Finance and the Ministry of Agriculture and Rural Development.  The program will benefit Mexico by helping to establish a sustainable foundation for its participation in the North American Free Trade Agreement (NAFTA). It will do this by encouraging the reallocation of resources on a competitive basis and maximizing the contribution of the food and agriculture sector to the national economy. Implementation of the policies supported by this loan will ease fiscal spending pressures for food and agriculture, increase fiscal spending transparency, and better target subsidies aimed at the poorest population segments.	31191.03|31110.02 	1563
19452460	Norway	I.3. Population Pol./Progr. & Reproductive Health	FREDSKORPSET PERSONELL EXCHANGE	EXCHANGE OF PERSONNEL BETWN PARTNERS IN NORWAY AND IN THE SOUTH	EXCHANGE OF PERSONNEL BETWN PARTNERS IN NORWAY AND IN THE SOUTH PARTICIPANTS WORK IN HOST COUNTRIES TOGETHER WITH THE HOST PARTNERS STAFF RESPONSIBILITY AND SPECIFIC TASKS WILL VARY IN RELATION TO THE OBJECTIVES ESTABL FOR THE PROJECT BY THE PARTNERS	99810.01 	347
38402215	United States	VIII.1. Emergency Response	Contribution to support Junior Professional Officers sponsored by the U.S. Government	CONTRIBUTION TO SUPPORT JUNIOR PROFESSIONAL OFFICERS SPONSORED BY THE U.S. GOVERNMENT	United States Population Migration and Refugee Assistance, Appropriation 1143.  Protection and assistance needs of refugees, migrants and conflict vicitms worldwide. [United Nations Office of the United Nations High Commissioner for Refugees]	72050.01|72010.01 	415
40286076	India		1000 Shallow Tube Wells in Dhanusha and Mahottari	<br>	Objective/Outcome: Economic aid assitance<br><br>Quantifiable Deliverables/Physical Outputs: Project is under implementation<br>	14030.02 	184
96815454	United States	I.3. Population Pol./Progr. & Reproductive Health	Family Planning and Reproductive Health	FAMILY PLANNING AND REPRODUCTIVE HEALTH	Expand access to high-quality voluntary family planning (FP) services and information, and reproductive health (RH) care. This element contributes to reducing unintended pregnancy and promoting healthy reproductive behaviors of men and women, reducing abortion, and reducing maternal and child mortality and morbidity. [through RTI International]	13030.03|13020.01|13030.02|13020.05 	427
28638651	Switzerland	I.5.b. Conflict, Peace & Security	Gestion civile des conflits	CIVILIAN PEACE-BUILDING, CONFLICT PREVENTION AND RESOLUTION	Gestion civile des conflits	15220.01 	116
38415387	United States	VIII.1. Emergency Response	Administration and Oversight (Protection)	ADMINISTRATION AND OVERSIGHT (PROTECTION)	Administration and Oversight (Protection) [U.S. Government - U.S. Agency for International Development]	74010.01 	188
36599685	Sweden	I.5.b. Conflict, Peace & Security	Secondment of civilian advisers to EUPOL COPPS oPt	SECONDMENT OF CIVILIAN ADVISERS TO EUPOL COPPS OPT	Secondment of prosecutor, Human Rights advisor and mission support staff to the EU police mission in the Palestinian Territories, EUPOL COPPS. The mission shall support capacity building of the Palestinian civil police and of the Palestinian Justice sector, in order to strengthen security and the Rule of Law, in support of a two-state solution.	15210.02|15130.06|15130.03 	449
33530919	United States	I.5.a. Government & Civil Society-general	Civic Participation	CIVIC PARTICIPATION	Strengthen the legal regulatory institutional and information environment which protects and enables the growth in associational life and the development of independent and sustainable civil society organizations (CSOs).  Build the capacity of civil society organizations to act as agents for reform and support their participation in democratic decision-making through articulating and representing their members  interests engaging in service delivery and advocating for issues which become pa [Enterprise - United States Unknown]	15150.01|15130.01|15150.02|15150.05 	573
2426435	World Bank - International Development Association (IDA)		Tea Roads Project	Transportation ((Historic)Highways): 100	The proposed project consists of the design and construction (or reconstruction) of about 800 miles of tea collection roads and 94 miles of factory access roads in smallholder tea development areas of Kenya, together with the establishment and equipping of 15 small service units for day-to-day maintenance of the project roads.	21020.02 	388
98047110	United States	IV.2. Other Multisector	Administration and Oversight	ADMINISTRATION AND OVERSIGHT	Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US Government managing, administering, and supporting programs and their program-funded benefits such as housing, travel, transportation, education allowances etc; institutional contractors that provide such staff, rent, IT services, the program-funded share of utilities, staff training costs and the cost of developing and administering training	91010.01 	559
2433267	International Fund for Agricultural Development (IFAD)		North-West Frontier Province Barani Area Development Project		The overall goals of this seven-year, AsDB-initiated project are to reduce  poverty in remote areas, particularly among smallholders and the landless and  improve the status of rural women. In these traditionally conservative areas,  women bear a disproportionate burden of poverty because of their low social  status, limited access to economic opportunities and social services, and limited  ownership of productive assets such as land and capital. Their level of education  and health is among the lowest in the province. Specific objectives include:  (i) improved agricultural and natural-resource management practices;  (ii) enhanced community infrastructure in order to increase the value and/or  reduce the costs of village activities; and (iii) improved rural livelihood opportunities  and alternatives, including specific measures to increase women’s access to  social and economic resources. The project covers 832 villages located in nine districts  and one federal agency, directly reaching approximately 83 000 households  and benefiting small farmers, landless farm labourers, tenant farmers, sharecroppers  and those engaged in rural off-farm occupations.	16010.05|43040.05|31110.02|42010.04|41010.02 	1235
93535757	Cyprus		Cyprus Technical Assistance Scholarship Program		1 short-term scholarship for 'Customer Oriented Quality Management' at Mediterranean Institute of Management	11420.06|25081.01 	158
97612989	United States	IV.2. Other Multisector	Administration and Oversight	ADMINISTRATION AND OVERSIGHT	Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US Government managing, administering, and supporting programs and their program-funded benefits such as housing, travel, transportation, education allowances etc; institutional contractors that provide such staff, rent, IT services, the program-funded share of utilities, staff training costs and the cost of developing and administering training	91010.01 	559
2420378	World Bank - International Development Association (IDA)		Gas Infrastructure Development Project	Energy and mining (Oil and gas): 77, Information and communications (Telecommunications): 15, Public Administration, Law, and Justice (Central government administration): 8	The Gas Infrastructure Development Project will help alleviate gas supply shortages and support further refroms to improve overall gas sector management. The project will also assist the sector entities in their institutional development. The project will finance: (a) a 58 km, 30 inch diameter gas transmission pipeline from Ashuganj to Bakhrabad; (b) the Supervisory Control and Data Acquisition (SCADA) and telecommunication facilities for the gas trunkline from Kailashtilla to Chittagong; (c) three production wells at the Rashidpur gas field; (d) a gas processing plant for the above wells; and (e) technical assistance.	32220.11|32120.12|32220.03 	839
27482189	United States		'COMMODITY VALUE FOR  WHEAT FLOUR / METRIC TONS: 8510.'	'COMMODITY VALUE FOR  WHEAT FLOUR'	'USAID TITLE II FOOD AID.  REFUGEE FEEDING PROGRAM.  THIS IS AN EMERGENCY-FUNDED PROGRAM.'	72040.01 	182
1999556	Inter-American Development Bank (IADB)		Higher Education	Sup-Education Credit Program	Honduras is facing a critical shortage of skilled personnel to carry out its growing development-a development which was boosted substantially in 1976 by Inter-American Bank loans totaling $114.5 million.  Due to a lack of funds, the Instituto de Credito Educatiuo (EDUCREDITO), the Government agency which provides educational loans to needy students, has been unable to meet the rising demand for such assistance.  This loan will enable EDUCREDITO to provide substantial additional credit resources to train students in economic development skills. Under the program, which will chiefly favor students from low-income families, some 515 student loans will be provided-295 for technical and undergraduate studies in Honduras and 220 for postgraduate study in other Bank member countries.  Up to $31,000 of the loan will be used for technical cooperation to finance the hiring of consultants to advise EDUCREDITO on administrative procedures and the continuous review of the type of human resources needed in Honduras, as well as study abroad for qualified professional EDUCREDITO personnel.	11420.02|11420.04|11420.06 	1138
22760820	United States	VIII.1. Emergency Response	COMMODITY VALUE FOR  BULGUR / APPROXIMATE NUMBER OF PEOPLE FED: 744000. / METRIC TONS: 5500.	COMMODITY VALUE FOR  BULGUR	USAID TITLE II FOOD AID.  DISPLACED PERSONS	72040.01 	165
2421177	World Bank - International Development Association (IDA)		RECONSTRUCTION IMPORT	Public Administration, Law, and Justice (Central government administration): 45, Industry and trade (General industry and trade sector): 19, Energy and mining (Oil and gas): 16, Industry and trade (Agricultural marketing and trade): 12, Industry and trade (Other domestic and international trade): 8		73010.01 	323
96849505	United States	IV.2. Other Multisector	Program Design and Learning	PROGRAM DESIGN AND LEARNING	Develop and conduct needs assessments, baseline studies, targeted evaluations, special studies or other information-gathering efforts specifically for the design, monitoring and evaluation of USG-funded programs. This sub-element may also include developing and disseminating best practices and lessons learned, testing demonstration and/or pilot models, or the preparation of strategic plans and other short-term programming tasks. Note: All such activities that are carried out by partners as an in	11110.06 	557
1964141	Asian Development Bank (ASDB)		Agricultural Credit		$50 million to the Bank for Agriculture and Agricultural Cooperatives to provide loans to farmers with the aim of improving production practices and facilitating mechanization. EEC will provide co-financing in an amount of $17 million.	31191.04|31191.03|31120.03 	257
3007066	World Bank - International Finance Corporation (IFC)		Banco Cuscatl?n, S.A., a large private bank, will on-lend to private SMEs in El Salvador and other Central American countries. The project will strengthen the company?s project finance analysis and environmental risk management capabilities.			24030.01|25010.08 	244
97784255	United States	III.1.a. Agriculture	Administration and Oversight	ADMINISTRATION AND OVERSIGHT	GFSI: Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US Government managing, administering, and supporting programs and their program-funded benefits such as housing, travel, transportation, education allowances etc; institutional contractors that provide such staff, rent, IT services, the program-funded share of utilities, staff training costs and the cost of developing and administering tr	91010.01 	559
40005965	Islamic Development Bank (ISDB)		SAY/TAPOA Road	<br>	The prepatation of a feasibility study for 95 km. of road. The work will cover the study of existing documents, topographical studies, embankment and pavement design, quantity surveys, cost estimates, and the preparation of tender documents.	21020.02|21020.01 	262
25946327	United States	VIII.1. Emergency Response	Commodity Value for  Wheat Flour / Metric Tons: 640.	COMMODITY VALUE FOR  WHEAT FLOUR / METRIC TONS: 640.	USAID Title II Food Aid.  Refugee Feeding Program.  This is an emergency-funded program.	72040.01 	195
2412656	Arab Bank for Economic Development in Africa (BADEA)		Energy II	<br>	PROJECT  - Construction of 18 back-up sub-stations and 1921 transformers for electricity distribution control.  -Installation of 2052 km of high Voltage overhead lines with a capacity ranging between 11 and 132 KV.  -Installation of 131 km of low tension lines and transmission lines adequate to provide electricity for around 19 900 consumers.  -Supply of the equipment necessary to reinforce the public electricity system, in addition to providing vehicles.    BENEFITS  -Meeting the increasing demand for electric supply, improving the capacity of the national grid and reducing losses in transmission lines.   -Improving agricultural and industrial production beside creating employment opportunities and improving the living conditions of the population.  -The economic rate of return of the project is estimated at 23%	23040.02|21020.02|23005.01|23040.01|23040.03 	840
2000280	Inter-American Development Bank (IADB)		Health Services	Rural Health Centers Program.	Health Services: In 1978 the Dominican Republic formulated a national health policy designed to provide health services to all Dominicans by the year 1990. In 1981 the Bank approved a $20 million loan from the Fund for Special Operations to help carry out one facet of this program. The project provides for the construction of 125 rural health clinics, 14 health centers with 20 beds each, three 40-bed centers and two hospitals-or polyclinics-located in San Juan de la Maguana and San Francisco de Macoris. The project, which will be executed by the country's health ministry, the Secretaria de Estado de Salud Publica y Asistencia Social (SESPAS), is expected to reduce the incidence of preventable diseases through vaccination of all children under five years of age against measles, whooping cough, tetanus, diphteria and poliomyelitis. It is also expected to reduce mortality from tuberculosis by at least 50 percent through a combination of vaccination and treatment of patients; to reduce the incidence of leprosy; to lessen mortality from enteric infections in infants and children, and to reduce the risk, of disease and death in mothers and newborn babies.	12250.06|12230.02|13020.03|12250.07|12250.04|12250.02 	1214
32401045	United Kingdom	I.5.a. Government & Civil Society-general	Police and Prison Officer Training	ECONOMIC AND DEVELOPMENT POLICY/PLANNING	Police and Prison Officer Training	15130.06|15110.01 	111
28092318	Germany	I.5.a. Government & Civil Society-general	to cooperate int. as contribution to the global governance architecture	TO COOPERATE INT. AS CONTRIBUTION TO THE GLOBAL GOVERNANCE ARCHITECTURE	Strengthening of the ability to cooperate internationally as a contribution to the global governance architecture	15140.04 	258
21897736	Norway	VIII.1. Emergency Response	PAL/WFP UN APPEAL 2005	PAL/WFP UN APPEAL 2004	ANSV.ENHET/KOSTSTED: AVDELING FOR FN-SP&Oslash;RSM&Aring;L, FRED OG FORSONING/SEKSJON FOR HUMANIT&AElig;RE SP&Oslash;RSM&Aring;L	15230.01 	175
2417217	World Bank - International Bank for Reconstruction and Development (IBRD)		SECOND SHANDONG ENVIRONMENT PROJECT	Water, sanitation and flood protection (Sanitation): 77, Water, sanitation and flood protection (Water supply): 13, Water, sanitation and flood protection (Solid waste management): 9, Public Administration, Law, and Justice (Sub-national government administration): 1	The China Second Shandong Environment Project's objective is to improve the environmental conditions in participating municipalities and counties through a package of priority interventions including upgrading and development o f waste water collection and treatment facilities, river embankment rehabilitation, solid waste management, water supply improvements, industrial pollution monitoring, and enhancement o f the financial performance and efficiency o f key urban environmental service agencies. The project has the following four components: (a) wastewater collection network and treatment facilities in Gaomi, Huantai, Qixia, Weifang, Weihai, Yantai and Zaozhuang, with associated river embankment rehabilitation in Qixia, Weifang and Zaozhuang, and development of a pilot septic tank management system in Yantai co-financed by GEF; (b) solid waste management in Heze and Rizhao; (c) water supply improvements in Gaomi and Huantai; and (d) institutional development and capacity building for utilities, Environmental Protection Bureaus (EPBs) and decision makers.	14010.03|14020.05|14050.02|14015.02 	1377
24753969	Switzerland	VIII.1. Emergency Response	FL LESKOVAC FOSTER SOCIAL HOUSING	RELIEF CO-ORDINATION; PROTECTION AND SUPPORT SERVICES	FL LESKOVAC FOSTER SOCIAL HOUSING	72050.01|72010.01 	122
2417120	World Bank - International Development Association (IDA)		Decentralized Urban Capacity Building Project	Public Administration, Law, and Justice (Sub-national government administration): 59, Public Administration, Law, and Justice (Central government administration): 39, Water, sanitation and flood protection (Solid waste management): 1, Industry and trade (General industry and trade sector): 1	The objective of the Decentralized Urban Capacity Building Project of Burkina Faso is to strengthen the delivery of urban services at the municipal level with special emphasis on Ouagadougou, Bobo-Dioulasso, Koudougou, Banfora, Ouahigouya, and Kaya. There are 3 components to the Project: Component 1 is the Municipal Support Program which will strengthen the technical and financial capacity of the communes of Ouagadougou, Bobo-Dioulasso, Koudougou, Banfora, Ouahigouya, and Kaya to program, finance, deliver and manage infrastructure and urban services. This will be supplemented by activities targeted at the remaining regional capitals. This component has three sub-components, which will define the municipal contract's Municipal Support Program: (i) strengthening programming and urban management capacity; (ii) strengthening financial resource mobilization; and (iii) strengthening administrative and financial management of the municipalities; Component 2 is to support urban development institutions and stakeholders and will support cross-cutting activities that aim at strengthening financial mechanisms to support decentralization and the capacity of stakeholders involved in supporting municipalities in their effort to provide services to their populations. This component includes: (i) transfer mechanisms and financing local investments; (ii) urban planning; and (iii) institutional strengthening; and Component 3, Project management, technical assistance, monitoring and evaluation, which will strengthen national capacity to coordinate programs, monitor performance of municipalities and institutions involved in decentralized urban development. This includes: (i) project management; (ii) monitoring and evaluation; and (iii) financial audits.	15110.03|43030.05|15140.03|15120.02|43030.03 	2103
36582193	Sweden	VIII.2. Reconstruction Relief & Rehabilitation	Reconstruct storm08 UNDP       Reconstruction UNDP 08-09	RECONSTRUCT STORM08 UNDP       RECONSTRUCTION UNDP 08-09		73010.01 	115
16658812	United States	I.5.a. Government & Civil Society-general	EAST CARIBBEAN CIVIL FUNCTION	GENERAL GVT SERVICES: EAST CARIBBEAN CIVIL FUNCTION	East Caribbean Civil Function	15150.01|15140.02 	112
96950635	United States	VIII.1. Emergency Response	Crisis Assistance and Recovery	CRISIS ASSISTANCE AND RECOVERY	Provide goods, personnel, services and assistance to meet basic human needs in order to foster transition from relief according to principles of universality, impartiality and human dignity. This element should be done, when possible, as part of an integrated, coordinated and/or multi-sectoral approach. [through EP-Team Inc.]	72010.01 	390
26665840	United Nations Development Programme (UNDP)	I.5.a. Government & Civil Society-general	Capacity Development for Aid M	ECONOMIC AND DEVELOPMENT POLICY/PLANNING	Enhanced national and local capacities to plan, monitor, report and evaluate the MDGs and related national development priorities, including within resource frameworks	15110.05|15110.03|15110.04 	240
22749138	United States	VIII.1. Emergency Response	U.S. POPULATION REFUGEES AND MIGRATION PROJECT: SPRMCO04CA094 - INTERNATIONAL RESCUE COMMITTEE [8/1/04-7/31/05]	POPULATION REFUGEES AND MIGRATION PROJECT	TO PROVIDE WATER/SANITATION, HEALTHCARE, EDUCATION, AND GENDER-BASED VIOLENCE PREVENTION AND RESPONSE ASSISTANCE TO LIBERIAN REFUGEES AND REFUGEE-IMPACTED IVOIRIANS.	72050.01|72010.01|72030.01|72020.01 	320
2375635	Inter-American Development Bank (IADB)		MinasGeraisTransmissionSystem	Transmission Syst.expans.prog.for Cemig	Minas Gerais Transmission System:The Southeast Region of Brazil which is composed by the states of Espirito Santo, Sao Paulo, Rio de Janeiro and the State of Minas Gerais covers approximately 11 per cent of the area of Brazil and contains 43 per cent of its population. In 1983,the region accounted for almost 56 per cent of the country's total electric power generating capacity. The Companhia Energetics de Minas Gerais (CEM/G), the energy agency of the State o fMinas Gerais, accounts for 90 per cent of the state's electricity output. Following an average annual increase of 16 per cent in 1975-80, the growth in demand for CE_MIG's electric power declined dramatically in 1980-83 due to the economic recession. With the upturn in the economy in 1984. however, the volume of electric power sales rose almost 17 per cent. To keep abreast of demand, CEM/G plans over the 1985-94 period to extend its transmission and subtransmission network by 10,873 kilometers. To cooperate with this effort, the Bank in 1985 approved a $56 million loan from the interregional capital to help  build almost 2,400 kilometers of transmission and subtransmission lines to handle the increased demand for electric power in the state.The program includes a subprogram to build 597 kilometers of 500-, 345- and 138-kilovolt trans-mission lines and to expand substations: a multiple•works subprogram to build 1,790 kilometers of 34.5-, 69- and 138•kilovolt subtransmission lines, and a subprogram to train CEMfG's staff in the electric power companies of member countries and in specialized institutions.	23081.01|23040.01|23040.03|23040.02 	1659
97577016	United States	II.5. Business & Other Services	Business Enabling Environment	BUSINESS ENABLING ENVIRONMENT	Improve policies, laws, regulations, and administrative practices affecting the private sector. Includes reducing barriers to competition and unwarranted distortions to market prices; reducing policy and regulatory barriers to establishing, operating, and closing businesses; strengthening the legal framework surrounding property rights that is fair to both men and women, contract enforcement, and dispute resolution, along with the administration of those laws; reducing incentives for corruption	25010.08|25010.05|25010.03 	560
96815758	United States	IV.2. Other Multisector	Administration and Oversight	ADMINISTRATION AND OVERSIGHT	Supports the following illustrative program-funded costs: salaries of US, FSN, and TCN and other staff such as PSCs, RSSAs, PASAs, CASUs working for the US Government managing, administering, and supporting programs and their program-funded benefits such as housing, travel, transportation, education allowances etc; institutional contractors that provide such staff, rent, IT services, the program-funded share of utilities, staff training costs and the cost of developing and administering training	91010.01 	559
28010097	Germany	VIII.1. Emergency Response	an integrated refugee programme in Sri Lanka (2006 - 2008)	AN INTEGRATED REFUGEE PROGRAMME IN SRI LANKA (2006 - 2008)	Continuation of an integrated refugee programme in Sri Lanka (2006 - 2008)	72010.01 	193
21817961	Netherlands	I.5.a. Government & Civil Society-general	DMV WW/OHCHR/BIJDRAGE 2003-05	DMV WW/OHCHR/BIJDRAGE 2003-05	ONDERSTEUNING VAN DE OHCHR-BEGROTINGSCATEGORIEEN TECHNICAL COOP, PEACE-MAKING, DEMOCRACY DEVELOPMENT AND HR, HR VIOLATIONS, BUILDING OHCHR CAPACITY, GENDER MAINSTREAMING, DISABILITY AND HIV/AIDS.	15150.07|15150.05|15205.01|16010.05|42010.01|13040.01 	256
38088265	United States	I.5.a. Government & Civil Society-general	Democracy, Human Rights and Labor Program	DEMOCRACY, HUMAN RIGHTS AND LABOR PROGRAM	Democracy, Human Rights and Labor Program [through NGO - United States Unknown]	15150.05|15150.07|16020.01 	164
29040692	Spain	VIII.1. Emergency Response	PROTOCOLO ADICIONAL 2006	ADDITIONAL PROTOCOL 2006	APOYO A LAS ACTIVIDADES DE PROMOCI&Oacute;N DE LA DELEGACI&Oacute;N DEL PUEBLO SAHARAUI EN ARAG&Oacute;N; ADQUISI&Oacute;N DE PIEZAS DE RECAMBIO PARA AMBULANCIAS; ADQUISICI&Oacute;N DE UN CAMI&Oacute;N CISTERNA; ADQUISICI&Oacute;N DE UN KIT DE ILUMINACI&Oacute;N SOLAR	12191.05|23030.04|72010.01|21020.02|43010.01 	319
29932629	United States	I.5.b. Conflict, Peace & Security	Export Control and Related Border Security Assistance	EXPORT CONTROL AND RELATED BORDER SECURITY ASSISTANCE	Enforcement/Interdiction: Export Control and Related Border Security Assistance	15210.01|53050.01 	188
24799551	Switzerland	VIII.1. Emergency Response	CONTRIBUTION D'UNE COMMUNE	RELIEF CO-ORDINATION; PROTECTION AND SUPPORT SERVICES	CONTRIBUTION D'UNE COMMUNE &Agrave; GLCKSKETTE	72050.01 	130
28651893	Switzerland	VIII.1. Emergency Response	NCCI NGO Coordination Committee Capacity Building	EMERGENCY/DISTRESS RELIEF	NCCI NGO Coordination Committee Capacity Building	74010.03|72050.01 	126
14757490	United Kingdom	I.5.a. Government & Civil Society-general	CIVIL SOCIETY SUPPORT PROGRAMME	CIVIL SOCIETY SUPPORT PROGRAMME	Poor people in the poorest and most backward districts of India empowered by civil society to realise their entitlements more effectively	16010.01|15150.01|15150.02 	202
