aiddata_id	donor	sector	title	short_description	long_description	aiddata_activity_code	codeRule_characterLength
21479983	Germany	I.1.b. Basic Education	STABILITY PACT FOR SOUTH EASTERN EUROPE	STABILITY PACT FOR SOUTH EASTERN EUROPE		15205.01 	81
37337565	Spain	I.1.c. Secondary Education	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
23632250	Austria	I.1.a. Education, Level Unspecified	Small-scale commitments aggregated by sector and recipient	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT		99810.01 	119
21499859	Germany	I.1.c. Secondary Education	INTEGRATED SPECIALIST	INTEGRATED SPECIALIST		99810.01 	45
34168911	Japan	I.1.a. Education, Level Unspecified		TC AGGREGATED ACTIVITIES	TC AGGREGATED ACTIVITIES	99810.01 	51
23017468	Japan	I.1.c. Secondary Education		TC AGGREGATED ACTIVITIES		99810.01 	27
96975676	United States	I.1.b. Basic Education	Basic Education	BASIC EDUCATION	Improve early childhood education, primary education, and secondary education, delivered in formal or non-formal settings. It includes literacy, numeracy, and other basic skills programs for youth and adults. [through Government of Djibouti]	11230.03|11240.02|11220.04|11320.04 	274
27492765	Austria	I.1.a. Education, Level Unspecified	Small-scale commitments aggregated by sector and recipient	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT		99810.01 	119
23589698	Austria	I.1.d. Post-Secondary Education	Small-scale commitments aggregated by sector and recipient	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT		99810.01 	119
17356921	Germany	I.1.a. Education, Level Unspecified		GOVERNMENT CONTRIBUTIONS VIA NGO		92005.01 	35
23087994	Japan	I.1.d. Post-Secondary Education		TC AGGREGATED ACTIVITIES		99810.01 	27
23151715	Japan	I.1.a. Education, Level Unspecified		TC AGGREGATED ACTIVITIES		99810.01 	27
17594521	Norway	I.1.c. Secondary Education	PEACE CORPS PERSONELL EXCHANGE	PEACE CORPS PERSONNEL EXCHANGE		15150.01 	63
30046568	Japan	I.1.a. Education, Level Unspecified		TC AGGREGATED ACTIVITIES	TC AGGREGATED ACTIVITIES	99810.01 	51
23148302	Japan	I.1.b. Basic Education		TC AGGREGATED ACTIVITIES		99810.01 	27
21524003	Germany	I.1.a. Education, Level Unspecified	FEDERAL STATES CONTRIBUTIONS	FEDERAL STATES CONTRIBUTIONS		99810.01 	59
22971817	Japan	I.1.c. Secondary Education		TC AGGREGATED ACTIVITIES		99810.01 	27
17317335	Germany	I.1.c. Secondary Education		GOVERNMENT CONTRIBUTIONS VIA NGO		92005.01 	35
96857238	United States	I.1.b. Basic Education	Basic Education	BASIC EDUCATION	Improve early childhood education, primary education, and secondary education, delivered in formal or non-formal settings. It includes literacy, numeracy, and other basic skills programs for youth and adults. [through American Institutes for Research]	11220.04|11320.04 	284
9286146	Belgium	I.1.a. Education, Level Unspecified		FRAIS SOCIAUX PERSONNEL CT		16010.05|16010.01 	29
12269573	Austria	I.1.d. Post-Secondary Education	Small-scale commitments aggregated by sector and recipient	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT		99810.01 	119
27828429	Germany	I.1.c. Secondary Education	Integrated Experts	INTEGRATED EXPERTS	Integrated Experts	15110.01 	57
22985317	Japan	I.1.b. Basic Education		TC AGGREGATED ACTIVITIES		99810.01 	27
36666712	Switzerland	I.1.b. Basic Education	Peaceful Conflict Resolution	PEACEFUL CONFLICT RESOLUTION		15220.01 	59
31038796	Austria	I.1.d. Post-Secondary Education	Small-scale commitments aggregated by sector and recipient country	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT COUNTRY	Semiaggregierte Daten je Empf&auml;ngerland und DAC5-Sektor f&uuml;r Kleincommitments	99810.01 	220
23592138	Austria	I.1.a. Education, Level Unspecified	Small-scale commitments aggregated by sector and recipient	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT		99810.01 	119
96980508	United States	I.1.d. Post-Secondary Education	Higher Education	HIGHER EDUCATION	Strengthen institutional capacities of public and private higher education institutions (including research institutes, teacher-training colleges and institutes, universities, community colleges, and the relevant officials, departments, and ministries responsible for higher education) to teach, train, conduct research, and provide community service; to contribute to development; and to promote professional development opportunities, institutional linkages, and exchange programs. [through America	11320.04|11220.04 	535
21312864	Denmark	I.1.a. Education, Level Unspecified		DANISH TECHNICAL CO-OPERATION		15105.01 	32
19192154	Germany	I.1.c. Secondary Education	GOVERNMENT CONTRIBUTIONS VIA NGO	GOVERNMENT CONTRIBUTIONS VIA NGO		92005.01|15105.01 	67
14008309	Austria	I.1.d. Post-Secondary Education	Small-scale commitments aggregated by sector and recipient	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT		99810.01 	119
50047368	Spain	I.1.b. Basic Education	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
21374079	France	I.1.c. Secondary Education	FORMATION PROFESSIONNELLE ET ENSEIGNEMENT TECHNIQUE	FORMATION PROFESSIONNELLE ET ENSEIGNEMENT TECHNIQUE		11330.01 	105
27857007	Germany	I.1.c. Secondary Education	Integrated Experts	INTEGRATED EXPERTS	Integrated Experts	15110.01 	57
38663051	Japan	I.1.d. Post-Secondary Education		TC AGGREGATED ACTIVITIES	TC AGGREGATED ACTIVITIES	99810.01 	51
19992466	Spain	I.1.a. Education, Level Unspecified	VARIOUS COOPERATION FOR DEVELOPMENT PROJECTS	VARIOUS COOPERATION FOR DEVELOPMENT PROJECTS	DIVERSOS PROYECTOS DE COOPERACI&Oacute;N PARA EL DESARROLLO	51010.05 	150
21626606	Germany	I.1.c. Secondary Education	INTEGRATED SPECIALIST	INTEGRATED SPECIALIST		99810.01 	45
24142423	Germany	I.1.a. Education, Level Unspecified	INTEGRIERTE FACHKRAFT	INTEGRATED SPECIALIST		99810.01 	45
96976168	United States	I.1.b. Basic Education	Basic Education	BASIC EDUCATION	Improve early childhood education, primary education, and secondary education, delivered in formal or non-formal settings. It includes literacy, numeracy, and other basic skills programs for youth and adults. [through U.S. Government - U.S. Agency for International Development]	11220.04|11320.04|11230.03|11240.02 	311
17364367	Germany	I.1.b. Basic Education		GOVERNMENT CONTRIBUTIONS VIA NGO		92005.01 	35
37297753	Spain	I.1.b. Basic Education	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
35186222	Austria	I.1.d. Post-Secondary Education	Small-scale commitments aggregated by sector and recipient country	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT COUNTRY	Semiaggregierte Daten je Empf&auml;ngerland und DAC5-Sektor f&uuml;r Kleincommitments	99810.01 	220
15343308	Austria	I.1.a. Education, Level Unspecified	Small-scale commitments aggregated by sector and recipient	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT		99810.01 	119
8270316	Austria	I.1.d. Post-Secondary Education	Small-scale commitments aggregated by sector and recipient	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT		99810.01 	119
27880880	Germany	I.1.a. Education, Level Unspecified	Integrated Experts	INTEGRATED EXPERTS	Integrated Experts	15110.01 	57
21319412	Denmark	I.1.d. Post-Secondary Education		DANISH TECHNICAL CO-OPERATION		15105.01 	32
27897363	Germany	I.1.d. Post-Secondary Education	Integrated Experts	INTEGRATED EXPERTS	Integrated Experts	15110.01 	57
96989811	United States	I.1.b. Basic Education	Basic Education	BASIC EDUCATION	Improve early childhood education, primary education, and secondary education, delivered in formal or non-formal settings. It includes literacy, numeracy, and other basic skills programs for youth and adults. [through American Institutes for Research]	11320.04|11220.04 	284
27975742	Germany	I.1.d. Post-Secondary Education	Alumni Programme	ALUMNI PROGRAMME	Alumni Programme	11105.01 	51
23125918	Japan	I.1.d. Post-Secondary Education		TC AGGREGATED ACTIVITIES		99810.01 	27
97500069	United States	I.1.d. Post-Secondary Education	Higher Education	HIGHER EDUCATION	Strengthen institutional capacities of public and private higher education institutions (including research institutes, teacher-training colleges and institutes, universities, community colleges, and the relevant officials, departments, and ministries responsible for higher education) to teach, train, conduct research, and provide community service; to contribute to development; and to promote professional development opportunities, institutional linkages, and exchange programs. [through U.S. Go	11420.01|15150.02|16020.05|11182.01|11110.03 	535
50068854	Spain	I.1.a. Education, Level Unspecified	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
28061901	Germany	I.1.c. Secondary Education	Integrated Experts	INTEGRATED EXPERTS	Integrated Experts	15110.01 	57
37412590	Spain	I.1.b. Basic Education	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
28081029	Germany	I.1.d. Post-Secondary Education	Alumni Programme	ALUMNI PROGRAMME	Alumni Programme	11105.01 	51
23079686	Japan	I.1.d. Post-Secondary Education		TC AGGREGATED ACTIVITIES		99810.01 	27
23042917	Japan	I.1.d. Post-Secondary Education		TC AGGREGATED ACTIVITIES		99810.01 	27
21486050	Germany	I.1.c. Secondary Education	INTEGRATED SPECIALIST	INTEGRATED SPECIALIST		99810.01 	45
23974556	Germany	I.1.c. Secondary Education	INTEGRIERTE FACHKRAFT	INTEGRATED SPECIALIST		99810.01 	45
23023431	Japan	I.1.d. Post-Secondary Education		TC AGGREGATED ACTIVITIES		99810.01 	27
50005234	Spain	I.1.b. Basic Education	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
9297562	Belgium	I.1.a. Education, Level Unspecified		ALLOCATIONS DE VOLONTARIAT CT		99810.01 	32
22976893	Japan	I.1.d. Post-Secondary Education		TC AGGREGATED ACTIVITIES		99810.01 	27
23115012	Japan	I.1.c. Secondary Education		TC AGGREGATED ACTIVITIES		99810.01 	27
13502269	Austria	I.1.c. Secondary Education	Small-scale commitments aggregated by sector and recipient	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT		99810.01 	119
21490496	Germany	I.1.c. Secondary Education	INTEGRATED SPECIALIST	INTEGRATED SPECIALIST		99810.01 	45
19231690	Germany	I.1.d. Post-Secondary Education	GOVERNMENT CONTRIBUTIONS VIA NGO	GOVERNMENT CONTRIBUTIONS VIA NGO		92005.01|15105.01 	67
19258368	Germany	I.1.a. Education, Level Unspecified	GOVERNMENT CONTRIBUTIONS VIA NGO	GOVERNMENT CONTRIBUTIONS VIA NGO		92005.01|15105.01 	67
17353861	Germany	I.1.d. Post-Secondary Education	FED. STATES CONTRIBUTIONS	FED. STATES CONTRIBUTIONS		99810.01 	53
17402811	Germany	I.1.b. Basic Education	FED. STATES CONTRIBUTIONS	FED. STATES CONTRIBUTIONS		99810.01 	53
23025258	Japan	I.1.d. Post-Secondary Education		TC AGGREGATED ACTIVITIES		99810.01 	27
37344349	Spain	I.1.c. Secondary Education	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
23020354	Japan	I.1.c. Secondary Education		TC AGGREGATED ACTIVITIES		99810.01 	27
35188081	Austria	I.1.d. Post-Secondary Education	Small-scale commitments aggregated by sector and recipient country	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT COUNTRY	Semiaggregierte Daten je Empf&auml;ngerland und DAC5-Sektor f&uuml;r Kleincommitments	99810.01 	220
37618169	Spain	I.1.b. Basic Education	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
27832614	Germany	I.1.c. Secondary Education	Integrated Experts	INTEGRATED EXPERTS	Integrated Experts	15110.01 	57
23059233	Japan	I.1.a. Education, Level Unspecified		TC AGGREGATED ACTIVITIES		99810.01 	27
37506369	Spain	I.1.b. Basic Education	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
13502948	Austria	I.1.d. Post-Secondary Education	Small-scale commitments aggregated by sector and recipient	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT		99810.01 	119
19873002	Ireland	I.1.b. Basic Education		AGENCY FOR PERSONAL SERVICE OVERSEAS (APSO)		92020.01 	46
97598999	United States	I.1.b. Basic Education	Basic Education	BASIC EDUCATION	Improve early childhood education, primary education, and secondary education, delivered in formal or non-formal settings. It includes literacy, numeracy, and other basic skills programs for youth and adults. [through International Rescue Committee]	11240.02|11320.04|11220.04|11230.03 	282
22975459	Japan	I.1.a. Education, Level Unspecified		TC AGGREGATED ACTIVITIES		99810.01 	27
50047620	Spain	I.1.b. Basic Education	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
24156140	Germany	I.1.c. Secondary Education	INTEGRIERTE FACHKRAFT	INTEGRATED SPECIALIST		99810.01 	45
30034471	Japan	I.1.d. Post-Secondary Education		TC AGGREGATED ACTIVITIES	TC AGGREGATED ACTIVITIES	99810.01 	51
23099061	Japan	I.1.c. Secondary Education		TC AGGREGATED ACTIVITIES		99810.01 	27
26220745	Japan	I.1.d. Post-Secondary Education		TC AGGREGATED ACTIVITIES	TC AGGREGATED ACTIVITIES	99810.01 	51
50144803	Korea	I.1.a. Education, Level Unspecified	Provision of Equipment	PROVISION OF EQUIPMENT		72010.01 	47
17621048	Norway	I.1.c. Secondary Education	PEACE CORPS PERSONELL EXCHANGE	PEACE CORPS PERSONNEL EXCHANGE		15150.01 	63
96994163	United States	I.1.b. Basic Education	Basic Education	BASIC EDUCATION	Improve early childhood education, primary education, and secondary education, delivered in formal or non-formal settings. It includes literacy, numeracy, and other basic skills programs for youth and adults. [through U.S. Government - U.S. Agency for International Development]	11220.04|11230.03|11240.02|11320.04 	311
17690115	Norway	I.1.d. Post-Secondary Education	PEACE CORPS PERSONELL EXCHANGE	PEACE CORPS PERSONNEL EXCHANGE		15150.01 	63
23594828	Austria	I.1.a. Education, Level Unspecified	Small-scale commitments aggregated by sector and recipient	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT		99810.01 	119
17654276	Norway	I.1.d. Post-Secondary Education	PEACE CORPS PERSONELL EXCHANGE	PEACE CORPS PERSONNEL EXCHANGE		15150.01 	63
24131110	Germany	I.1.b. Basic Education	DEVELOPMENT WORKER	DEVELOPMENT EXPERT		99810.01 	39
19241970	Germany	I.1.d. Post-Secondary Education	GOVERNMENT CONTRIBUTIONS VIA NGO	GOVERNMENT CONTRIBUTIONS VIA NGO		92005.01|15105.01 	67
35162170	Austria	I.1.a. Education, Level Unspecified	Small-scale commitments aggregated by sector and recipient country	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT COUNTRY	Semiaggregierte Daten je Empf&auml;ngerland und DAC5-Sektor f&uuml;r Kleincommitments	99810.01 	220
21590137	Germany	I.1.b. Basic Education	INTEGRATED SPECIALIST	INTEGRATED SPECIALIST		99810.01 	45
21217736	Belgium	I.1.b. Basic Education	PROVINCES NEERLANDOPHONES	PROVINCES NEERLANDOPHONES		99810.01 	53
23085696	Japan	I.1.b. Basic Education		TC AGGREGATED ACTIVITIES		99810.01 	27
21611699	Germany	I.1.d. Post-Secondary Education	FEDERAL STATES CONTRIBUTIONS	FEDERAL STATES CONTRIBUTIONS		99810.01 	59
19230562	Germany	I.1.d. Post-Secondary Education	GOVERNMENT CONTRIBUTIONS VIA NGO	GOVERNMENT CONTRIBUTIONS VIA NGO		92005.01|15105.01 	67
23117817	Japan	I.1.a. Education, Level Unspecified		TC AGGREGATED ACTIVITIES		99810.01 	27
27492804	Austria	I.1.d. Post-Secondary Education	Small-scale commitments aggregated by sector and recipient	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT		99810.01 	119
19216570	Germany	I.1.b. Basic Education	GOVERNMENT CONTRIBUTIONS VIA NGO	GOVERNMENT CONTRIBUTIONS VIA NGO		92005.01|15105.01 	67
21474352	Germany	I.1.b. Basic Education	STABILITY PACT FOR SOUTH EASTERN EUROPE	STABILITY PACT FOR SOUTH EASTERN EUROPE		15205.01 	81
96812758	United States	I.1.b. Basic Education	Basic Education	BASIC EDUCATION	Improve early childhood education, primary education, and secondary education, delivered in formal or non-formal settings. It includes literacy, numeracy, and other basic skills programs for youth and adults. [through ADPP Angola]	11240.02|11220.04|11320.04|11230.03 	263
38822512	Australia	I.1.d. Post-Secondary Education	Pacific Executive Program	PACIFIC EXECUTIVE PROGRAM	Scaling Up	11430.05 	63
23033751	Japan	I.1.a. Education, Level Unspecified		TC AGGREGATED ACTIVITIES		99810.01 	27
26746386	United Nations Children s Fund (UNICEF)	I.1.b. Basic Education	PROJECT SUPPORT	PROJECT SUPPORT		51010.05 	33
21315128	Denmark	I.1.c. Secondary Education		DANISH TECHNICAL CO-OPERATION		15105.01 	32
23055915	Japan	I.1.d. Post-Secondary Education		TC AGGREGATED ACTIVITIES		99810.01 	27
17327138	Germany	I.1.c. Secondary Education		GOVERNMENT CONTRIBUTIONS VIA NGO		92005.01 	35
19225461	Germany	I.1.b. Basic Education	GOVERNMENT CONTRIBUTIONS VIA NGO	GOVERNMENT CONTRIBUTIONS VIA NGO		92005.01|15105.01 	67
38796285	Australia	I.1.c. Secondary Education	VKS Partnership phase 1	VKS PARTNERSHIP PHASE 1	To pilot a 12 months assistance towards the VKS men and women fieldworkers workshop and the transcription of recorded materials.  The 12 months support will fund 2 x 2 weeks fieldworkers workshop, equipments and personnel for doing the transcription.	22040.01 	299
23084887	Japan	I.1.b. Basic Education		TC AGGREGATED ACTIVITIES		99810.01 	27
9285911	Belgium	I.1.a. Education, Level Unspecified		FRAIS SOCIAUX PERSONNEL CT		16010.05|16010.01 	29
19201173	Germany	I.1.b. Basic Education	GOVERNMENT CONTRIBUTIONS VIA NGO	GOVERNMENT CONTRIBUTIONS VIA NGO		92005.01|15105.01 	67
34285908	Japan	I.1.b. Basic Education		TC AGGREGATED ACTIVITIES	TC AGGREGATED ACTIVITIES	99810.01 	51
21638828	Germany	I.1.a. Education, Level Unspecified	FEDERAL STATES CONTRIBUTIONS	FEDERAL STATES CONTRIBUTIONS		99810.01 	59
21624082	Germany	I.1.c. Secondary Education	INTEGRATED SPECIALIST	INTEGRATED SPECIALIST		99810.01 	45
21484900	Germany	I.1.c. Secondary Education	INTEGRATED SPECIALIST	INTEGRATED SPECIALIST		99810.01 	45
37360288	Spain	I.1.c. Secondary Education	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
19847205	Ireland	I.1.b. Basic Education		AGENCY FOR PERSONAL SERVICE OVERSEAS (APSO)		92020.01 	46
23621719	Austria	I.1.b. Basic Education	Small-scale commitments aggregated by sector and recipient	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT		99810.01 	119
9284195	Belgium	I.1.a. Education, Level Unspecified		FRAIS SOCIAUX PERSONNEL CT		16010.05|16010.01 	29
28046783	Germany	I.1.c. Secondary Education	Integrated Experts	INTEGRATED EXPERTS	Integrated Experts	15110.01 	57
9730149	Australia	I.1.a. Education, Level Unspecified		ENGLISH LANGUAGE TRAINING		11120.04|11120.06 	28
21628561	Germany	I.1.c. Secondary Education	DEVELOPMENT AID VOLUNTEER	DEVELOPMENT AID VOLUNTEER		99810.01 	53
35877894	Germany	I.1.a. Education, Level Unspecified	InWEnt Regional Offices	INWENT REGIONAL OFFICES	InWEnt Auslandsb&uuml;ros 2008 - 2011	92020.01 	86
37390123	Spain	I.1.b. Basic Education	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
19533142	Norway	I.1.d. Post-Secondary Education	FREDSKORPSET PERSONELL EXCHANGE	EXCHANGE OF PERSONNEL BETWN PARTNERS IN NORWAY AND IN THE SOUTH	EXCHANGE OF PERSONNEL BETWN PARTNERS IN NORWAY AND IN THE SOUTH PARTICIPANTS WORK IN HOST COUNTRIES TOGETHER WITH THE HOST PARTNERS STAFF RESPONSIBILITY AND SPECIFIC TASKS WILL VARY IN RELATION TO THE OBJECTIVES ESTABL FOR THE PROJECT BY THE PARTNERS	99810.01 	347
50046474	Spain	I.1.d. Post-Secondary Education	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
96852041	United States	I.1.b. Basic Education	Basic Education	BASIC EDUCATION	Improve early childhood education, primary education, and secondary education, delivered in formal or non-formal settings. It includes literacy, numeracy, and other basic skills programs for youth and adults. [through U.S. Government - Peace Corps]	11320.04|11220.04|11230.03|11230.01|11240.02 	281
23002191	Japan	I.1.b. Basic Education		TC AGGREGATED ACTIVITIES		99810.01 	27
27513941	Austria	I.1.b. Basic Education	Small-scale commitments aggregated by sector and recipient	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT		99810.01 	119
19225098	Germany	I.1.d. Post-Secondary Education	GOVERNMENT CONTRIBUTIONS VIA NGO	GOVERNMENT CONTRIBUTIONS VIA NGO		92005.01|15105.01 	67
31048767	Austria	I.1.a. Education, Level Unspecified	Small-scale commitments aggregated by sector and recipient country	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT COUNTRY	Semiaggregierte Daten je Empf&auml;ngerland und DAC5-Sektor f&uuml;r Kleincommitments	99810.01 	220
37613744	Spain	I.1.b. Basic Education	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
9286608	Belgium	I.1.a. Education, Level Unspecified		FRAIS SOCIAUX PERSONNEL CT		16010.05|16010.01 	29
11304359	Austria	I.1.d. Post-Secondary Education	Small-scale commitments aggregated by sector and recipient	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT		99810.01 	119
34148434	Japan	I.1.b. Basic Education		TC AGGREGATED ACTIVITIES	TC AGGREGATED ACTIVITIES	99810.01 	51
19881414	Ireland	I.1.b. Basic Education		AGENCY FOR PERSONAL SERVICE OVERSEAS (APSO)		92020.01 	46
21611889	Germany	I.1.c. Secondary Education	INTEGRATED SPECIALIST	INTEGRATED SPECIALIST		99810.01 	45
23152045	Japan	I.1.d. Post-Secondary Education		TC AGGREGATED ACTIVITIES		99810.01 	27
12269423	Austria	I.1.d. Post-Secondary Education	Small-scale commitments aggregated by sector and recipient	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT		99810.01 	119
31082284	Austria	I.1.a. Education, Level Unspecified	Small-scale commitments aggregated by sector and recipient country	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT COUNTRY	Semiaggregierte Daten je Empf&auml;ngerland und DAC5-Sektor f&uuml;r Kleincommitments	99810.01 	220
50071260	Spain	I.1.a. Education, Level Unspecified	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
21628413	Germany	I.1.c. Secondary Education	INTEGRATED SPECIALIST	INTEGRATED SPECIALIST		99810.01 	45
19486391	Norway	I.1.b. Basic Education	FREDSKORPSET PERSONELL EXCHANGE	EXCHANGE OF PERSONNEL BETWN PARTNERS IN NORWAY AND IN THE SOUTH	EXCHANGE OF PERSONNEL BETWN PARTNERS IN NORWAY AND IN THE SOUTH PARTICIPANTS WORK IN HOST COUNTRIES TOGETHER WITH THE HOST PARTNERS STAFF RESPONSIBILITY AND SPECIFIC TASKS WILL VARY IN RELATION TO THE OBJECTIVES ESTABL FOR THE PROJECT BY THE PARTNERS	99810.01 	347
23117751	Japan	I.1.a. Education, Level Unspecified		TC AGGREGATED ACTIVITIES		99810.01 	27
24026269	Germany	I.1.b. Basic Education	DEVELOPMENT WORKER	DEVELOPMENT EXPERT		99810.01 	39
23618779	Austria	I.1.c. Secondary Education	Small-scale commitments aggregated by sector and recipient	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT		99810.01 	119
21633858	Germany	I.1.a. Education, Level Unspecified	FEDERAL STATES CONTRIBUTIONS	FEDERAL STATES CONTRIBUTIONS		99810.01 	59
20030151	Spain	I.1.a. Education, Level Unspecified	VARIOUS COOPERATION FOR DEVELOPMENT PROJECTS	VARIOUS COOPERATION FOR DEVELOPMENT PROJECTS	DIVERSOS PROYECTOS DE COOPERACI&Oacute;N PARA EL DESARROLLO	51010.05 	150
21306637	Denmark	I.1.c. Secondary Education		DANISH TECHNICAL CO-OPERATION		15105.01 	32
50050077	Spain	I.1.b. Basic Education	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
19260702	Germany	I.1.a. Education, Level Unspecified	GOVERNMENT CONTRIBUTIONS VIA NGO	GOVERNMENT CONTRIBUTIONS VIA NGO		92005.01|15105.01 	67
27856792	Germany	I.1.c. Secondary Education	Integrated Experts	INTEGRATED EXPERTS	Integrated Experts	15110.01 	57
26759843	United Nations Children s Fund (UNICEF)	I.1.b. Basic Education	PROJECT SUPPORT	PROJECT SUPPORT		51010.05 	33
37388153	Spain	I.1.b. Basic Education	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
19236304	Germany	I.1.d. Post-Secondary Education	GOVERNMENT CONTRIBUTIONS VIA NGO	GOVERNMENT CONTRIBUTIONS VIA NGO		92005.01|15105.01 	67
19273298	Germany	I.1.c. Secondary Education	GOVERNMENT CONTRIBUTIONS VIA NGO	GOVERNMENT CONTRIBUTIONS VIA NGO		92005.01|15105.01 	67
23023632	Japan	I.1.b. Basic Education		TC AGGREGATED ACTIVITIES		99810.01 	27
22984764	Japan	I.1.d. Post-Secondary Education		TC AGGREGATED ACTIVITIES		99810.01 	27
50005034	Spain	I.1.a. Education, Level Unspecified	Aggregated information - municipalities	AGGREGATED INFORMATION - MUNICIPALITIES	Agregado EELL	15110.01 	94
22992965	Japan	I.1.b. Basic Education		TC AGGREGATED ACTIVITIES		99810.01 	27
23086323	Japan	I.1.a. Education, Level Unspecified		TC AGGREGATED ACTIVITIES		99810.01 	27
23967501	Germany	I.1.c. Secondary Education	INTEGRIERTE FACHKRAFT	INTEGRATED SPECIALIST		99810.01 	45
23033451	Japan	I.1.d. Post-Secondary Education		TC AGGREGATED ACTIVITIES		99810.01 	27
35162553	Austria	I.1.d. Post-Secondary Education	Small-scale commitments aggregated by sector and recipient country	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT COUNTRY	Semiaggregierte Daten je Empf&auml;ngerland und DAC5-Sektor f&uuml;r Kleincommitments	99810.01 	220
27509439	Austria	I.1.c. Secondary Education	Small-scale commitments aggregated by sector and recipient	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT		99810.01 	119
17381337	Germany	I.1.c. Secondary Education		GOVERNMENT CONTRIBUTIONS VIA NGO		92005.01 	35
26750310	United Nations Children s Fund (UNICEF)	I.1.b. Basic Education	PROJECT SUPPORT	PROJECT SUPPORT		51010.05 	33
22994479	Japan	I.1.a. Education, Level Unspecified		TC AGGREGATED ACTIVITIES		99810.01 	27
23606474	Austria	I.1.c. Secondary Education	Small-scale commitments aggregated by sector and recipient	SMALL-SCALE COMMITMENTS AGGREGATED BY SECTOR AND RECIPIENT		99810.01 	119
19258604	Germany	I.1.b. Basic Education	GOVERNMENT CONTRIBUTIONS VIA NGO	GOVERNMENT CONTRIBUTIONS VIA NGO		92005.01|15105.01 	67
9285085	Belgium	I.1.a. Education, Level Unspecified		FRAIS SOCIAUX PERSONNEL CT		16010.01|16010.05 	29
19227641	Germany	I.1.b. Basic Education	GOVERNMENT CONTRIBUTIONS VIA NGO	GOVERNMENT CONTRIBUTIONS VIA NGO		92005.01|15105.01 	67
